period_date,fips_code,state_fips,unemployment_rate
2000-01-01,01001,01,4.1
2001-01-01,01001,01,4.1
2002-01-01,01001,01,4.8
2003-01-01,01001,01,5.0
2004-01-01,01001,01,4.7
2005-01-01,01001,01,3.8
2006-01-01,01001,01,3.3
2007-01-01,01001,01,3.4
2008-01-01,01001,01,5.4
2009-01-01,01001,01,8.6
2010-01-01,01001,01,8.8
2011-01-01,01001,01,8.3
2012-01-01,01001,01,7.1
2013-01-01,01001,01,6.3
2014-01-01,01001,01,5.8
2015-01-01,01001,01,5.2
2016-01-01,01001,01,5.1
2017-01-01,01001,01,4.0
2018-01-01,01001,01,3.6
2019-01-01,01001,01,2.9
2020-01-01,01001,01,5.3
2021-01-01,01001,01,2.7
2022-01-01,01001,01,2.2
2023-01-01,01001,01,2.1
2024-01-01,01001,01,2.7
2000-01-01,01003,01,3.7
2001-01-01,01003,01,4.3
2002-01-01,01003,01,5.0
2003-01-01,01003,01,4.9
2004-01-01,01003,01,5.1
2005-01-01,01003,01,4.0
2006-01-01,01003,01,3.2
2007-01-01,01003,01,3.2
2008-01-01,01003,01,4.8
2009-01-01,01003,01,8.6
2010-01-01,01003,01,9.9
2011-01-01,01003,01,8.9
2012-01-01,01003,01,7.7
2013-01-01,01003,01,6.8
2014-01-01,01003,01,6.1
2015-01-01,01003,01,5.5
2016-01-01,01003,01,4.9
2017-01-01,01003,01,3.8
2018-01-01,01003,01,3.3
2019-01-01,01003,01,2.7
2020-01-01,01003,01,5.7
2021-01-01,01003,01,2.7
2022-01-01,01003,01,2.2
2023-01-01,01003,01,2.2
2024-01-01,01003,01,2.7
2000-01-01,01005,01,5.6
2001-01-01,01005,01,7.5
2002-01-01,01005,01,7.7
2003-01-01,01005,01,7.0
2004-01-01,01005,01,7.1
2005-01-01,01005,01,5.8
2006-01-01,01005,01,5.7
2007-01-01,01005,01,6.4
2008-01-01,01005,01,9.2
2009-01-01,01005,01,12.7
2010-01-01,01005,01,12.1
2011-01-01,01005,01,11.4
2012-01-01,01005,01,11.8
2013-01-01,01005,01,10.4
2014-01-01,01005,01,10.5
2015-01-01,01005,01,8.9
2016-01-01,01005,01,7.5
2017-01-01,01005,01,5.4
2018-01-01,01005,01,4.7
2019-01-01,01005,01,3.7
2020-01-01,01005,01,7.0
2021-01-01,01005,01,5.1
2022-01-01,01005,01,3.6
2023-01-01,01005,01,4.0
2024-01-01,01005,01,4.3
2000-01-01,01007,01,5.4
2001-01-01,01007,01,6.7
2002-01-01,01007,01,6.9
2003-01-01,01007,01,5.9
2004-01-01,01007,01,5.4
2005-01-01,01007,01,4.5
2006-01-01,01007,01,4.2
2007-01-01,01007,01,4.2
2008-01-01,01007,01,6.1
2009-01-01,01007,01,11.7
2010-01-01,01007,01,11.2
2011-01-01,01007,01,10.4
2012-01-01,01007,01,8.8
2013-01-01,01007,01,8.1
2014-01-01,01007,01,7.2
2015-01-01,01007,01,6.6
2016-01-01,01007,01,6.3
2017-01-01,01007,01,4.4
2018-01-01,01007,01,3.9
2019-01-01,01007,01,3.2
2020-01-01,01007,01,7.2
2021-01-01,01007,01,3.4
2022-01-01,01007,01,2.4
2023-01-01,01007,01,2.4
2024-01-01,01007,01,3.0
2000-01-01,01009,01,3.5
2001-01-01,01009,01,3.6
2002-01-01,01009,01,5.4
2003-01-01,01009,01,4.6
2004-01-01,01009,01,4.1
2005-01-01,01009,01,3.6
2006-01-01,01009,01,3.2
2007-01-01,01009,01,3.3
2008-01-01,01009,01,4.9
2009-01-01,01009,01,8.8
2010-01-01,01009,01,9.7
2011-01-01,01009,01,8.6
2012-01-01,01009,01,7.1
2013-01-01,01009,01,6.4
2014-01-01,01009,01,6.1
2015-01-01,01009,01,5.4
2016-01-01,01009,01,5.2
2017-01-01,01009,01,4.0
2018-01-01,01009,01,3.4
2019-01-01,01009,01,2.8
2020-01-01,01009,01,4.4
2021-01-01,01009,01,2.3
2022-01-01,01009,01,2.1
2023-01-01,01009,01,2.0
2024-01-01,01009,01,2.7
2000-01-01,01011,01,8.6
2001-01-01,01011,01,9.9
2002-01-01,01011,01,10.1
2003-01-01,01011,01,10.9
2004-01-01,01011,01,11.4
2005-01-01,01011,01,9.4
2006-01-01,01011,01,8.8
2007-01-01,01011,01,9.6
2008-01-01,01011,01,11.0
2009-01-01,01011,01,13.9
2010-01-01,01011,01,11.6
2011-01-01,01011,01,11.5
2012-01-01,01011,01,10.6
2013-01-01,01011,01,9.5
2014-01-01,01011,01,8.8
2015-01-01,01011,01,7.9
2016-01-01,01011,01,7.6
2017-01-01,01011,01,5.7
2018-01-01,01011,01,5.3
2019-01-01,01011,01,4.4
2020-01-01,01011,01,6.8
2021-01-01,01011,01,4.4
2022-01-01,01011,01,3.1
2023-01-01,01011,01,2.6
2024-01-01,01011,01,3.7
2000-01-01,01013,01,7.9
2001-01-01,01013,01,7.5
2002-01-01,01013,01,7.8
2003-01-01,01013,01,8.6
2004-01-01,01013,01,9.3
2005-01-01,01013,01,6.4
2006-01-01,01013,01,5.7
2007-01-01,01013,01,6.3
2008-01-01,01013,01,8.9
2009-01-01,01013,01,14.6
2010-01-01,01013,01,13.4
2011-01-01,01013,01,12.3
2012-01-01,01013,01,11.8
2013-01-01,01013,01,10.5
2014-01-01,01013,01,8.5
2015-01-01,01013,01,7.6
2016-01-01,01013,01,7.4
2017-01-01,01013,01,6.1
2018-01-01,01013,01,5.1
2019-01-01,01013,01,4.2
2020-01-01,01013,01,10.3
2021-01-01,01013,01,5.6
2022-01-01,01013,01,3.5
2023-01-01,01013,01,3.0
2024-01-01,01013,01,3.9
2000-01-01,01015,01,5.1
2001-01-01,01015,01,5.5
2002-01-01,01015,01,5.9
2003-01-01,01015,01,5.9
2004-01-01,01015,01,5.4
2005-01-01,01015,01,4.5
2006-01-01,01015,01,4.0
2007-01-01,01015,01,4.0
2008-01-01,01015,01,5.9
2009-01-01,01015,01,9.8
2010-01-01,01015,01,11.2
2011-01-01,01015,01,10.3
2012-01-01,01015,01,9.1
2013-01-01,01015,01,9.0
2014-01-01,01015,01,8.0
2015-01-01,01015,01,7.0
2016-01-01,01015,01,6.1
2017-01-01,01015,01,4.8
2018-01-01,01015,01,4.3
2019-01-01,01015,01,3.5
2020-01-01,01015,01,7.2
2021-01-01,01015,01,3.7
2022-01-01,01015,01,2.7
2023-01-01,01015,01,2.6
2024-01-01,01015,01,3.2
2000-01-01,01017,01,4.5
2001-01-01,01017,01,5.4
2002-01-01,01017,01,6.7
2003-01-01,01017,01,6.4
2004-01-01,01017,01,6.9
2005-01-01,01017,01,5.7
2006-01-01,01017,01,5.8
2007-01-01,01017,01,6.6
2008-01-01,01017,01,15.0
2009-01-01,01017,01,17.5
2010-01-01,01017,01,14.6
2011-01-01,01017,01,11.8
2012-01-01,01017,01,10.1
2013-01-01,01017,01,8.1
2014-01-01,01017,01,6.7
2015-01-01,01017,01,6.1
2016-01-01,01017,01,5.4
2017-01-01,01017,01,4.2
2018-01-01,01017,01,3.9
2019-01-01,01017,01,3.1
2020-01-01,01017,01,7.3
2021-01-01,01017,01,3.3
2022-01-01,01017,01,2.3
2023-01-01,01017,01,2.2
2024-01-01,01017,01,2.8
2000-01-01,01019,01,4.6
2001-01-01,01019,01,4.6
2002-01-01,01019,01,4.7
2003-01-01,01019,01,4.9
2004-01-01,01019,01,4.7
2005-01-01,01019,01,4.3
2006-01-01,01019,01,4.2
2007-01-01,01019,01,4.3
2008-01-01,01019,01,6.0
2009-01-01,01019,01,10.3
2010-01-01,01019,01,10.4
2011-01-01,01019,01,9.6
2012-01-01,01019,01,8.2
2013-01-01,01019,01,6.7
2014-01-01,01019,01,5.8
2015-01-01,01019,01,5.5
2016-01-01,01019,01,5.6
2017-01-01,01019,01,4.6
2018-01-01,01019,01,3.9
2019-01-01,01019,01,3.4
2020-01-01,01019,01,5.7
2021-01-01,01019,01,2.8
2022-01-01,01019,01,2.5
2023-01-01,01019,01,2.6
2024-01-01,01019,01,3.1
2000-01-01,01021,01,4.3
2001-01-01,01021,01,4.8
2002-01-01,01021,01,5.1
2003-01-01,01021,01,5.0
2004-01-01,01021,01,4.6
2005-01-01,01021,01,3.9
2006-01-01,01021,01,3.6
2007-01-01,01021,01,3.5
2008-01-01,01021,01,5.3
2009-01-01,01021,01,9.4
2010-01-01,01021,01,10.1
2011-01-01,01021,01,9.1
2012-01-01,01021,01,7.4
2013-01-01,01021,01,6.7
2014-01-01,01021,01,6.2
2015-01-01,01021,01,5.7
2016-01-01,01021,01,5.6
2017-01-01,01021,01,4.3
2018-01-01,01021,01,3.7
2019-01-01,01021,01,3.0
2020-01-01,01021,01,5.7
2021-01-01,01021,01,2.9
2022-01-01,01021,01,2.3
2023-01-01,01021,01,2.2
2024-01-01,01021,01,2.8
2000-01-01,01023,01,6.6
2001-01-01,01023,01,7.1
2002-01-01,01023,01,8.8
2003-01-01,01023,01,9.9
2004-01-01,01023,01,8.5
2005-01-01,01023,01,6.5
2006-01-01,01023,01,5.6
2007-01-01,01023,01,6.1
2008-01-01,01023,01,8.7
2009-01-01,01023,01,11.9
2010-01-01,01023,01,13.0
2011-01-01,01023,01,13.0
2012-01-01,01023,01,10.6
2013-01-01,01023,01,9.4
2014-01-01,01023,01,9.0
2015-01-01,01023,01,9.1
2016-01-01,01023,01,8.2
2017-01-01,01023,01,6.3
2018-01-01,01023,01,5.4
2019-01-01,01023,01,4.9
2020-01-01,01023,01,7.2
2021-01-01,01023,01,4.2
2022-01-01,01023,01,3.6
2023-01-01,01023,01,3.8
2024-01-01,01023,01,4.5
2000-01-01,01025,01,7.4
2001-01-01,01025,01,9.8
2002-01-01,01025,01,9.0
2003-01-01,01025,01,8.5
2004-01-01,01025,01,8.8
2005-01-01,01025,01,6.4
2006-01-01,01025,01,6.2
2007-01-01,01025,01,6.2
2008-01-01,01025,01,9.4
2009-01-01,01025,01,14.7
2010-01-01,01025,01,19.5
2011-01-01,01025,01,18.6
2012-01-01,01025,01,15.4
2013-01-01,01025,01,14.0
2014-01-01,01025,01,12.1
2015-01-01,01025,01,11.7
2016-01-01,01025,01,9.6
2017-01-01,01025,01,7.7
2018-01-01,01025,01,6.6
2019-01-01,01025,01,5.4
2020-01-01,01025,01,8.8
2021-01-01,01025,01,5.2
2022-01-01,01025,01,4.2
2023-01-01,01025,01,4.3
2024-01-01,01025,01,5.2
2000-01-01,01027,01,6.2
2001-01-01,01027,01,6.1
2002-01-01,01027,01,6.2
2003-01-01,01027,01,7.2
2004-01-01,01027,01,6.3
2005-01-01,01027,01,4.9
2006-01-01,01027,01,4.5
2007-01-01,01027,01,5.7
2008-01-01,01027,01,8.3
2009-01-01,01027,01,14.8
2010-01-01,01027,01,14.1
2011-01-01,01027,01,11.7
2012-01-01,01027,01,9.6
2013-01-01,01027,01,8.5
2014-01-01,01027,01,7.1
2015-01-01,01027,01,6.1
2016-01-01,01027,01,6.1
2017-01-01,01027,01,4.6
2018-01-01,01027,01,4.0
2019-01-01,01027,01,3.3
2020-01-01,01027,01,4.6
2021-01-01,01027,01,2.8
2022-01-01,01027,01,2.3
2023-01-01,01027,01,2.4
2024-01-01,01027,01,3.0
2000-01-01,01029,01,4.1
2001-01-01,01029,01,5.3
2002-01-01,01029,01,5.0
2003-01-01,01029,01,6.0
2004-01-01,01029,01,5.2
2005-01-01,01029,01,3.9
2006-01-01,01029,01,3.5
2007-01-01,01029,01,3.7
2008-01-01,01029,01,5.3
2009-01-01,01029,01,9.0
2010-01-01,01029,01,9.8
2011-01-01,01029,01,9.6
2012-01-01,01029,01,8.4
2013-01-01,01029,01,7.8
2014-01-01,01029,01,6.6
2015-01-01,01029,01,6.0
2016-01-01,01029,01,5.9
2017-01-01,01029,01,4.6
2018-01-01,01029,01,4.2
2019-01-01,01029,01,3.3
2020-01-01,01029,01,5.0
2021-01-01,01029,01,2.5
2022-01-01,01029,01,2.3
2023-01-01,01029,01,2.2
2024-01-01,01029,01,2.8
2000-01-01,01031,01,5.9
2001-01-01,01031,01,6.2
2002-01-01,01031,01,5.2
2003-01-01,01031,01,5.4
2004-01-01,01031,01,5.3
2005-01-01,01031,01,3.9
2006-01-01,01031,01,3.7
2007-01-01,01031,01,3.9
2008-01-01,01031,01,5.1
2009-01-01,01031,01,7.5
2010-01-01,01031,01,8.5
2011-01-01,01031,01,8.1
2012-01-01,01031,01,7.2
2013-01-01,01031,01,7.0
2014-01-01,01031,01,6.6
2015-01-01,01031,01,6.0
2016-01-01,01031,01,5.5
2017-01-01,01031,01,4.2
2018-01-01,01031,01,3.7
2019-01-01,01031,01,2.9
2020-01-01,01031,01,4.5
2021-01-01,01031,01,2.6
2022-01-01,01031,01,2.3
2023-01-01,01031,01,2.3
2024-01-01,01031,01,3.1
2000-01-01,01033,01,5.6
2001-01-01,01033,01,6.9
2002-01-01,01033,01,8.3
2003-01-01,01033,01,7.4
2004-01-01,01033,01,7.0
2005-01-01,01033,01,5.4
2006-01-01,01033,01,4.6
2007-01-01,01033,01,4.7
2008-01-01,01033,01,6.8
2009-01-01,01033,01,10.3
2010-01-01,01033,01,11.2
2011-01-01,01033,01,10.1
2012-01-01,01033,01,9.0
2013-01-01,01033,01,8.4
2014-01-01,01033,01,8.3
2015-01-01,01033,01,7.9
2016-01-01,01033,01,6.5
2017-01-01,01033,01,5.0
2018-01-01,01033,01,4.3
2019-01-01,01033,01,3.7
2020-01-01,01033,01,6.8
2021-01-01,01033,01,3.7
2022-01-01,01033,01,2.8
2023-01-01,01033,01,2.7
2024-01-01,01033,01,3.3
2000-01-01,01035,01,6.6
2001-01-01,01035,01,7.3
2002-01-01,01035,01,8.2
2003-01-01,01035,01,8.5
2004-01-01,01035,01,8.4
2005-01-01,01035,01,6.1
2006-01-01,01035,01,5.6
2007-01-01,01035,01,6.6
2008-01-01,01035,01,9.8
2009-01-01,01035,01,17.8
2010-01-01,01035,01,16.9
2011-01-01,01035,01,15.0
2012-01-01,01035,01,12.2
2013-01-01,01035,01,10.9
2014-01-01,01035,01,10.3
2015-01-01,01035,01,9.2
2016-01-01,01035,01,8.8
2017-01-01,01035,01,6.6
2018-01-01,01035,01,5.4
2019-01-01,01035,01,4.4
2020-01-01,01035,01,8.5
2021-01-01,01035,01,5.1
2022-01-01,01035,01,3.5
2023-01-01,01035,01,3.5
2024-01-01,01035,01,4.2
2000-01-01,01037,01,5.5
2001-01-01,01037,01,6.8
2002-01-01,01037,01,9.3
2003-01-01,01037,01,8.1
2004-01-01,01037,01,7.0
2005-01-01,01037,01,5.0
2006-01-01,01037,01,5.6
2007-01-01,01037,01,5.9
2008-01-01,01037,01,8.6
2009-01-01,01037,01,14.3
2010-01-01,01037,01,15.1
2011-01-01,01037,01,12.3
2012-01-01,01037,01,9.6
2013-01-01,01037,01,9.3
2014-01-01,01037,01,8.8
2015-01-01,01037,01,6.7
2016-01-01,01037,01,5.9
2017-01-01,01037,01,4.7
2018-01-01,01037,01,4.1
2019-01-01,01037,01,3.2
2020-01-01,01037,01,6.2
2021-01-01,01037,01,3.0
2022-01-01,01037,01,2.4
2023-01-01,01037,01,2.4
2024-01-01,01037,01,3.3
2000-01-01,01039,01,7.0
2001-01-01,01039,01,6.4
2002-01-01,01039,01,5.9
2003-01-01,01039,01,6.9
2004-01-01,01039,01,6.6
2005-01-01,01039,01,4.5
2006-01-01,01039,01,3.9
2007-01-01,01039,01,4.0
2008-01-01,01039,01,6.2
2009-01-01,01039,01,9.5
2010-01-01,01039,01,10.2
2011-01-01,01039,01,9.8
2012-01-01,01039,01,8.6
2013-01-01,01039,01,8.2
2014-01-01,01039,01,7.8
2015-01-01,01039,01,7.2
2016-01-01,01039,01,6.6
2017-01-01,01039,01,5.3
2018-01-01,01039,01,4.5
2019-01-01,01039,01,3.6
2020-01-01,01039,01,5.4
2021-01-01,01039,01,3.0
2022-01-01,01039,01,2.5
2023-01-01,01039,01,2.7
2024-01-01,01039,01,3.3
2000-01-01,01041,01,5.8
2001-01-01,01041,01,6.0
2002-01-01,01041,01,6.0
2003-01-01,01041,01,6.7
2004-01-01,01041,01,6.8
2005-01-01,01041,01,4.9
2006-01-01,01041,01,4.0
2007-01-01,01041,01,4.4
2008-01-01,01041,01,5.8
2009-01-01,01041,01,9.2
2010-01-01,01041,01,10.0
2011-01-01,01041,01,9.8
2012-01-01,01041,01,8.5
2013-01-01,01041,01,7.8
2014-01-01,01041,01,6.9
2015-01-01,01041,01,6.0
2016-01-01,01041,01,6.3
2017-01-01,01041,01,5.1
2018-01-01,01041,01,4.4
2019-01-01,01041,01,3.3
2020-01-01,01041,01,6.8
2021-01-01,01041,01,3.6
2022-01-01,01041,01,2.8
2023-01-01,01041,01,2.8
2024-01-01,01041,01,3.4
2000-01-01,01043,01,4.2
2001-01-01,01043,01,4.6
2002-01-01,01043,01,6.0
2003-01-01,01043,01,5.8
2004-01-01,01043,01,5.1
2005-01-01,01043,01,4.0
2006-01-01,01043,01,3.4
2007-01-01,01043,01,3.4
2008-01-01,01043,01,5.1
2009-01-01,01043,01,9.1
2010-01-01,01043,01,10.3
2011-01-01,01043,01,9.4
2012-01-01,01043,01,7.9
2013-01-01,01043,01,6.8
2014-01-01,01043,01,6.1
2015-01-01,01043,01,5.3
2016-01-01,01043,01,5.0
2017-01-01,01043,01,3.9
2018-01-01,01043,01,3.4
2019-01-01,01043,01,2.8
2020-01-01,01043,01,4.8
2021-01-01,01043,01,2.4
2022-01-01,01043,01,2.1
2023-01-01,01043,01,2.1
2024-01-01,01043,01,2.7
2000-01-01,01045,01,5.3
2001-01-01,01045,01,5.6
2002-01-01,01045,01,5.7
2003-01-01,01045,01,5.2
2004-01-01,01045,01,5.3
2005-01-01,01045,01,4.4
2006-01-01,01045,01,4.6
2007-01-01,01045,01,4.0
2008-01-01,01045,01,5.7
2009-01-01,01045,01,8.5
2010-01-01,01045,01,8.7
2011-01-01,01045,01,8.3
2012-01-01,01045,01,7.6
2013-01-01,01045,01,7.5
2014-01-01,01045,01,7.1
2015-01-01,01045,01,6.4
2016-01-01,01045,01,6.4
2017-01-01,01045,01,5.1
2018-01-01,01045,01,4.7
2019-01-01,01045,01,3.7
2020-01-01,01045,01,6.0
2021-01-01,01045,01,3.5
2022-01-01,01045,01,2.8
2023-01-01,01045,01,2.8
2024-01-01,01045,01,3.5
2000-01-01,01047,01,8.2
2001-01-01,01047,01,9.2
2002-01-01,01047,01,11.4
2003-01-01,01047,01,11.2
2004-01-01,01047,01,9.9
2005-01-01,01047,01,8.5
2006-01-01,01047,01,8.2
2007-01-01,01047,01,8.5
2008-01-01,01047,01,11.6
2009-01-01,01047,01,18.9
2010-01-01,01047,01,16.5
2011-01-01,01047,01,14.9
2012-01-01,01047,01,13.2
2013-01-01,01047,01,12.4
2014-01-01,01047,01,11.2
2015-01-01,01047,01,9.6
2016-01-01,01047,01,8.6
2017-01-01,01047,01,7.2
2018-01-01,01047,01,6.1
2019-01-01,01047,01,5.4
2020-01-01,01047,01,10.9
2021-01-01,01047,01,6.6
2022-01-01,01047,01,4.5
2023-01-01,01047,01,4.9
2024-01-01,01047,01,5.5
2000-01-01,01049,01,4.1
2001-01-01,01049,01,4.8
2002-01-01,01049,01,5.1
2003-01-01,01049,01,5.7
2004-01-01,01049,01,5.7
2005-01-01,01049,01,5.1
2006-01-01,01049,01,4.2
2007-01-01,01049,01,4.4
2008-01-01,01049,01,6.1
2009-01-01,01049,01,12.7
2010-01-01,01049,01,12.4
2011-01-01,01049,01,11.7
2012-01-01,01049,01,9.3
2013-01-01,01049,01,7.8
2014-01-01,01049,01,6.9
2015-01-01,01049,01,6.1
2016-01-01,01049,01,5.8
2017-01-01,01049,01,4.5
2018-01-01,01049,01,3.7
2019-01-01,01049,01,2.9
2020-01-01,01049,01,4.8
2021-01-01,01049,01,2.5
2022-01-01,01049,01,2.2
2023-01-01,01049,01,2.2
2024-01-01,01049,01,2.7
2000-01-01,01051,01,4.0
2001-01-01,01051,01,4.2
2002-01-01,01051,01,4.8
2003-01-01,01051,01,5.1
2004-01-01,01051,01,4.8
2005-01-01,01051,01,3.7
2006-01-01,01051,01,3.4
2007-01-01,01051,01,3.4
2008-01-01,01051,01,5.3
2009-01-01,01051,01,8.4
2010-01-01,01051,01,9.0
2011-01-01,01051,01,8.4
2012-01-01,01051,01,7.1
2013-01-01,01051,01,6.3
2014-01-01,01051,01,5.7
2015-01-01,01051,01,5.0
2016-01-01,01051,01,4.6
2017-01-01,01051,01,3.7
2018-01-01,01051,01,3.4
2019-01-01,01051,01,2.7
2020-01-01,01051,01,5.0
2021-01-01,01051,01,2.6
2022-01-01,01051,01,2.1
2023-01-01,01051,01,2.0
2024-01-01,01051,01,2.6
2000-01-01,01053,01,5.3
2001-01-01,01053,01,6.1
2002-01-01,01053,01,8.7
2003-01-01,01053,01,8.5
2004-01-01,01053,01,7.5
2005-01-01,01053,01,5.5
2006-01-01,01053,01,4.9
2007-01-01,01053,01,5.4
2008-01-01,01053,01,7.9
2009-01-01,01053,01,12.0
2010-01-01,01053,01,11.5
2011-01-01,01053,01,10.7
2012-01-01,01053,01,9.4
2013-01-01,01053,01,8.8
2014-01-01,01053,01,8.0
2015-01-01,01053,01,7.0
2016-01-01,01053,01,7.2
2017-01-01,01053,01,5.6
2018-01-01,01053,01,5.0
2019-01-01,01053,01,4.2
2020-01-01,01053,01,7.4
2021-01-01,01053,01,4.4
2022-01-01,01053,01,3.3
2023-01-01,01053,01,3.4
2024-01-01,01053,01,4.1
2000-01-01,01055,01,5.9
2001-01-01,01055,01,6.6
2002-01-01,01055,01,6.4
2003-01-01,01055,01,6.5
2004-01-01,01055,01,6.3
2005-01-01,01055,01,4.7
2006-01-01,01055,01,4.2
2007-01-01,01055,01,4.6
2008-01-01,01055,01,6.2
2009-01-01,01055,01,10.1
2010-01-01,01055,01,10.8
2011-01-01,01055,01,10.0
2012-01-01,01055,01,8.5
2013-01-01,01055,01,7.7
2014-01-01,01055,01,7.0
2015-01-01,01055,01,6.2
2016-01-01,01055,01,5.5
2017-01-01,01055,01,4.4
2018-01-01,01055,01,3.8
2019-01-01,01055,01,3.4
2020-01-01,01055,01,7.9
2021-01-01,01055,01,3.8
2022-01-01,01055,01,2.7
2023-01-01,01055,01,2.5
2024-01-01,01055,01,3.3
2000-01-01,01057,01,5.9
2001-01-01,01057,01,6.3
2002-01-01,01057,01,8.5
2003-01-01,01057,01,6.9
2004-01-01,01057,01,6.8
2005-01-01,01057,01,4.4
2006-01-01,01057,01,4.2
2007-01-01,01057,01,4.8
2008-01-01,01057,01,7.5
2009-01-01,01057,01,12.4
2010-01-01,01057,01,12.8
2011-01-01,01057,01,11.0
2012-01-01,01057,01,8.8
2013-01-01,01057,01,8.5
2014-01-01,01057,01,7.8
2015-01-01,01057,01,7.0
2016-01-01,01057,01,6.6
2017-01-01,01057,01,4.8
2018-01-01,01057,01,4.0
2019-01-01,01057,01,3.3
2020-01-01,01057,01,5.4
2021-01-01,01057,01,3.0
2022-01-01,01057,01,2.6
2023-01-01,01057,01,2.7
2024-01-01,01057,01,3.4
2000-01-01,01059,01,6.6
2001-01-01,01059,01,7.6
2002-01-01,01059,01,11.2
2003-01-01,01059,01,9.5
2004-01-01,01059,01,6.9
2005-01-01,01059,01,5.3
2006-01-01,01059,01,4.6
2007-01-01,01059,01,4.7
2008-01-01,01059,01,7.7
2009-01-01,01059,01,11.9
2010-01-01,01059,01,10.5
2011-01-01,01059,01,9.5
2012-01-01,01059,01,8.6
2013-01-01,01059,01,8.2
2014-01-01,01059,01,7.7
2015-01-01,01059,01,6.4
2016-01-01,01059,01,6.0
2017-01-01,01059,01,4.5
2018-01-01,01059,01,3.8
2019-01-01,01059,01,3.1
2020-01-01,01059,01,5.1
2021-01-01,01059,01,2.6
2022-01-01,01059,01,2.3
2023-01-01,01059,01,2.6
2024-01-01,01059,01,2.9
2000-01-01,01061,01,5.2
2001-01-01,01061,01,6.5
2002-01-01,01061,01,4.9
2003-01-01,01061,01,5.5
2004-01-01,01061,01,4.9
2005-01-01,01061,01,3.9
2006-01-01,01061,01,3.8
2007-01-01,01061,01,3.5
2008-01-01,01061,01,5.7
2009-01-01,01061,01,9.5
2010-01-01,01061,01,10.2
2011-01-01,01061,01,9.1
2012-01-01,01061,01,7.8
2013-01-01,01061,01,7.1
2014-01-01,01061,01,6.7
2015-01-01,01061,01,5.9
2016-01-01,01061,01,5.6
2017-01-01,01061,01,4.3
2018-01-01,01061,01,3.8
2019-01-01,01061,01,3.1
2020-01-01,01061,01,4.5
2021-01-01,01061,01,2.7
2022-01-01,01061,01,2.3
2023-01-01,01061,01,2.3
2024-01-01,01061,01,2.9
2000-01-01,01063,01,6.9
2001-01-01,01063,01,7.2
2002-01-01,01063,01,8.4
2003-01-01,01063,01,8.4
2004-01-01,01063,01,8.6
2005-01-01,01063,01,6.6
2006-01-01,01063,01,5.6
2007-01-01,01063,01,6.5
2008-01-01,01063,01,8.9
2009-01-01,01063,01,13.6
2010-01-01,01063,01,17.0
2011-01-01,01063,01,17.1
2012-01-01,01063,01,13.9
2013-01-01,01063,01,13.0
2014-01-01,01063,01,12.4
2015-01-01,01063,01,11.1
2016-01-01,01063,01,10.2
2017-01-01,01063,01,8.2
2018-01-01,01063,01,7.1
2019-01-01,01063,01,6.4
2020-01-01,01063,01,14.0
2021-01-01,01063,01,7.9
2022-01-01,01063,01,4.8
2023-01-01,01063,01,5.4
2024-01-01,01063,01,6.7
2000-01-01,01065,01,6.1
2001-01-01,01065,01,7.2
2002-01-01,01065,01,8.4
2003-01-01,01065,01,8.4
2004-01-01,01065,01,7.4
2005-01-01,01065,01,5.4
2006-01-01,01065,01,5.2
2007-01-01,01065,01,5.5
2008-01-01,01065,01,7.7
2009-01-01,01065,01,12.7
2010-01-01,01065,01,14.8
2011-01-01,01065,01,13.6
2012-01-01,01065,01,11.8
2013-01-01,01065,01,11.8
2014-01-01,01065,01,9.8
2015-01-01,01065,01,7.8
2016-01-01,01065,01,7.9
2017-01-01,01065,01,6.3
2018-01-01,01065,01,5.3
2019-01-01,01065,01,4.4
2020-01-01,01065,01,11.0
2021-01-01,01065,01,6.0
2022-01-01,01065,01,4.1
2023-01-01,01065,01,3.4
2024-01-01,01065,01,4.3
2000-01-01,01067,01,5.0
2001-01-01,01067,01,5.4
2002-01-01,01067,01,6.0
2003-01-01,01067,01,5.7
2004-01-01,01067,01,5.5
2005-01-01,01067,01,4.3
2006-01-01,01067,01,4.0
2007-01-01,01067,01,5.5
2008-01-01,01067,01,8.1
2009-01-01,01067,01,9.9
2010-01-01,01067,01,10.8
2011-01-01,01067,01,9.7
2012-01-01,01067,01,8.5
2013-01-01,01067,01,7.8
2014-01-01,01067,01,7.5
2015-01-01,01067,01,6.8
2016-01-01,01067,01,5.9
2017-01-01,01067,01,4.5
2018-01-01,01067,01,4.0
2019-01-01,01067,01,3.5
2020-01-01,01067,01,4.9
2021-01-01,01067,01,2.9
2022-01-01,01067,01,2.4
2023-01-01,01067,01,2.3
2024-01-01,01067,01,3.2
2000-01-01,01069,01,4.5
2001-01-01,01069,01,4.3
2002-01-01,01069,01,4.7
2003-01-01,01069,01,4.8
2004-01-01,01069,01,4.6
2005-01-01,01069,01,3.8
2006-01-01,01069,01,3.4
2007-01-01,01069,01,3.4
2008-01-01,01069,01,5.1
2009-01-01,01069,01,8.2
2010-01-01,01069,01,9.0
2011-01-01,01069,01,8.6
2012-01-01,01069,01,7.8
2013-01-01,01069,01,7.0
2014-01-01,01069,01,6.8
2015-01-01,01069,01,6.2
2016-01-01,01069,01,5.7
2017-01-01,01069,01,4.4
2018-01-01,01069,01,4.0
2019-01-01,01069,01,3.2
2020-01-01,01069,01,5.9
2021-01-01,01069,01,3.3
2022-01-01,01069,01,2.5
