period_date,state_fips,state_name,gdp_millions
2013-01-01,37,North Carolina,497456561
2014-01-01,37,North Carolina,509782385
2015-01-01,37,North Carolina,525229133
2016-01-01,37,North Carolina,536308527
2017-01-01,37,North Carolina,546810139
2018-01-01,37,North Carolina,556573693
2019-01-01,37,North Carolina,567975016
2020-01-01,37,North Carolina,564504431
2021-01-01,37,North Carolina,600217252
2022-01-01,37,North Carolina,619537198
2023-01-01,37,North Carolina,638067296
2001-01-01,37,North Carolina,387433915
2002-01-01,37,North Carolina,393685863
2003-01-01,37,North Carolina,404582505
2004-01-01,37,North Carolina,420579406
2005-01-01,37,North Carolina,442305623
2006-01-01,37,North Carolina,470663854
2007-01-01,37,North Carolina,477920775
2008-01-01,37,North Carolina,492688763
2009-01-01,37,North Carolina,473610474
2010-01-01,38,North Dakota,38697406
2011-01-01,38,North Dakota,43300419
2012-01-01,38,North Dakota,53326806
2013-01-01,38,North Dakota,54690941
2014-01-01,38,North Dakota,60192970
2015-01-01,38,North Dakota,58694473
2016-01-01,38,North Dakota,54756031
2017-01-01,38,North Dakota,56530212
2018-01-01,38,North Dakota,58516353
2019-01-01,38,North Dakota,59408464
2020-01-01,38,North Dakota,55850615
2021-01-01,38,North Dakota,56419213
2022-01-01,38,North Dakota,55987999
2023-01-01,38,North Dakota,60348597
2001-01-01,38,North Dakota,25329792
2002-01-01,38,North Dakota,26592117
2003-01-01,38,North Dakota,28326734
2004-01-01,38,North Dakota,28636235
2005-01-01,38,North Dakota,29629028
2006-01-01,38,North Dakota,30911368
2007-01-01,38,North Dakota,32528990
2008-01-01,38,North Dakota,35030391
2009-01-01,38,North Dakota,35971273
2001-01-01,39,Ohio,534612360
2002-01-01,39,Ohio,546688202
2003-01-01,39,Ohio,557024452
2004-01-01,39,Ohio,572308497
2005-01-01,39,Ohio,584867668
2006-01-01,39,Ohio,582637629
2007-01-01,39,Ohio,585402954
2008-01-01,39,Ohio,580389046
2009-01-01,39,Ohio,550982383
2010-01-01,39,Ohio,563816266
2011-01-01,39,Ohio,580251353
2012-01-01,39,Ohio,586540926
2013-01-01,39,Ohio,603057362
2014-01-01,39,Ohio,624973400
2015-01-01,39,Ohio,633274797
2016-01-01,39,Ohio,638157483
2017-01-01,39,Ohio,652187459
2018-01-01,39,Ohio,656212004
2019-01-01,39,Ohio,674063934
2020-01-01,39,Ohio,655243295
2021-01-01,39,Ohio,690478931
2022-01-01,39,Ohio,695257898
2023-01-01,39,Ohio,709816649
2001-01-01,40,Oklahoma,125695701
2002-01-01,40,Oklahoma,127930241
2003-01-01,40,Oklahoma,130147794
2004-01-01,40,Oklahoma,134606646
2005-01-01,40,Oklahoma,140360102
2006-01-01,40,Oklahoma,149367146
2007-01-01,40,Oklahoma,152879572
2008-01-01,40,Oklahoma,158987754
2009-01-01,40,Oklahoma,156856808
2010-01-01,40,Oklahoma,158086399
2011-01-01,40,Oklahoma,163859302
2012-01-01,40,Oklahoma,172016039
2013-01-01,40,Oklahoma,176086805
2014-01-01,40,Oklahoma,186574444
2015-01-01,40,Oklahoma,193792588
2016-01-01,40,Oklahoma,190093471
2017-01-01,40,Oklahoma,192538613
2018-01-01,40,Oklahoma,196030507
2019-01-01,40,Oklahoma,200072209
2020-01-01,40,Oklahoma,191560857
2021-01-01,40,Oklahoma,194132785
2022-01-01,40,Oklahoma,193940473
2023-01-01,40,Oklahoma,207923341
2001-01-01,41,Oregon,144486532
2002-01-01,41,Oregon,147432841
2003-01-01,41,Oregon,154445322
2004-01-01,41,Oregon,163046121
2005-01-01,41,Oregon,168734422
2006-01-01,41,Oregon,177222425
2007-01-01,41,Oregon,180724295
2008-01-01,41,Oregon,184842595
2009-01-01,41,Oregon,176951635
2010-01-01,41,Oregon,180738194
2011-01-01,41,Oregon,185959404
2012-01-01,41,Oregon,187352391
2013-01-01,41,Oregon,189609749
2014-01-01,41,Oregon,195808217
2015-01-01,41,Oregon,205581804
2016-01-01,41,Oregon,214769301
2017-01-01,41,Oregon,225534544
2018-01-01,41,Oregon,234308332
2019-01-01,41,Oregon,239794808
2020-01-01,41,Oregon,237424218
2021-01-01,41,Oregon,250325781
2022-01-01,41,Oregon,256062724
2023-01-01,41,Oregon,261951538
2001-01-01,42,Pennsylvania,577677457
2002-01-01,42,Pennsylvania,583507433
2003-01-01,42,Pennsylvania,598809508
2004-01-01,42,Pennsylvania,614957107
2005-01-01,42,Pennsylvania,626290144
2006-01-01,42,Pennsylvania,626589933
2007-01-01,42,Pennsylvania,649638062
2008-01-01,42,Pennsylvania,665148308
2009-01-01,42,Pennsylvania,645206702
2010-01-01,42,Pennsylvania,666805833
2011-01-01,42,Pennsylvania,676468333
2012-01-01,42,Pennsylvania,689007041
2013-01-01,42,Pennsylvania,704195021
2014-01-01,42,Pennsylvania,718691570
2015-01-01,42,Pennsylvania,734145090
2016-01-01,42,Pennsylvania,744847129
2017-01-01,42,Pennsylvania,754318029
2018-01-01,42,Pennsylvania,763855357
2019-01-01,42,Pennsylvania,771852456
2020-01-01,42,Pennsylvania,736381296
2021-01-01,42,Pennsylvania,765508777
2022-01-01,42,Pennsylvania,779360594
2023-01-01,42,Pennsylvania,799228807
2001-01-01,44,Rhode Island,49705159
2023-01-01,44,Rhode Island,63277041
2022-01-01,44,Rhode Island,62279352
2021-01-01,44,Rhode Island,60803041
2020-01-01,44,Rhode Island,58231651
2019-01-01,44,Rhode Island,60157586
2018-01-01,44,Rhode Island,58740143
2017-01-01,44,Rhode Island,58771553
2016-01-01,44,Rhode Island,58629978
2015-01-01,44,Rhode Island,58387945
2014-01-01,44,Rhode Island,57602681
2013-01-01,44,Rhode Island,57037208
2012-01-01,44,Rhode Island,56487375
2011-01-01,44,Rhode Island,56026561
2010-01-01,44,Rhode Island,56050592
2009-01-01,44,Rhode Island,54481456
2008-01-01,44,Rhode Island,54977076
2007-01-01,44,Rhode Island,56230541
2006-01-01,44,Rhode Island,57415808
2005-01-01,44,Rhode Island,55885918
2004-01-01,44,Rhode Island,55160485
2003-01-01,44,Rhode Island,52933114
2002-01-01,44,Rhode Island,51284341
2010-01-01,45,South Carolina,188777169
2011-01-01,45,South Carolina,193221008
2012-01-01,45,South Carolina,195406148
2013-01-01,45,South Carolina,200147292
2014-01-01,45,South Carolina,206077883
2015-01-01,45,South Carolina,213212377
2016-01-01,45,South Carolina,220559341
2017-01-01,45,South Carolina,224937579
2018-01-01,45,South Carolina,231663274
2019-01-01,45,South Carolina,239021317
2020-01-01,45,South Carolina,233650126
2021-01-01,45,South Carolina,245752136
2022-01-01,45,South Carolina,254504495
2023-01-01,45,South Carolina,262298502
2001-01-01,45,South Carolina,162837062
2002-01-01,45,South Carolina,167333032
2003-01-01,45,South Carolina,174270810
2004-01-01,45,South Carolina,177169370
2005-01-01,45,South Carolina,183267536
2006-01-01,45,South Carolina,187386059
2007-01-01,45,South Carolina,193386551
2008-01-01,45,South Carolina,192497138
2009-01-01,45,South Carolina,184081292
2001-01-01,46,South Dakota,32396924
2002-01-01,46,South Dakota,35775980
2003-01-01,46,South Dakota,36141857
2004-01-01,46,South Dakota,37616551
2005-01-01,46,South Dakota,39330564
2006-01-01,46,South Dakota,39961632
2007-01-01,46,South Dakota,41646169
2008-01-01,46,South Dakota,43278516
2009-01-01,46,South Dakota,44255803
2010-01-01,46,South Dakota,44810730
2011-01-01,46,South Dakota,47630336
2012-01-01,46,South Dakota,48653884
2013-01-01,46,South Dakota,48610061
2014-01-01,46,South Dakota,49640865
2015-01-01,46,South Dakota,50860751
2016-01-01,46,South Dakota,51264324
2017-01-01,46,South Dakota,51615065
2018-01-01,46,South Dakota,51937814
2019-01-01,46,South Dakota,52510223
2020-01-01,46,South Dakota,52770673
2021-01-01,46,South Dakota,55515898
2022-01-01,46,South Dakota,55259849
2023-01-01,46,South Dakota,57275094
2001-01-01,47,Tennessee,250311438
2002-01-01,47,Tennessee,258542366
2003-01-01,47,Tennessee,267589422
2004-01-01,47,Tennessee,281564198
2005-01-01,47,Tennessee,289064255
2006-01-01,47,Tennessee,295668201
2007-01-01,47,Tennessee,294819816
2008-01-01,47,Tennessee,298526876
2009-01-01,47,Tennessee,287308845
2010-01-01,47,Tennessee,292686951
2011-01-01,47,Tennessee,301508885
2012-01-01,47,Tennessee,311754151
2013-01-01,47,Tennessee,318347920
2014-01-01,47,Tennessee,323879637
2015-01-01,47,Tennessee,335461078
2016-01-01,47,Tennessee,343544924
2017-01-01,47,Tennessee,355417465
2018-01-01,47,Tennessee,362363704
2019-01-01,47,Tennessee,370197434
2020-01-01,47,Tennessee,367863561
2021-01-01,47,Tennessee,400243573
2022-01-01,47,Tennessee,414470829
2023-01-01,47,Tennessee,422087716
2001-01-01,48,Texas,1020517032
2002-01-01,48,Texas,1042584367
2003-01-01,48,Texas,1052132349
2004-01-01,48,Texas,1111189147
2005-01-01,48,Texas,1143413077
2006-01-01,48,Texas,1225147261
2007-01-01,48,Texas,1288828678
2008-01-01,48,Texas,1287191538
2009-01-01,48,Texas,1285560204
2010-01-01,48,Texas,1323059067
2011-01-01,48,Texas,1370174901
2012-01-01,48,Texas,1438354410
2013-01-01,48,Texas,1511806546
2014-01-01,48,Texas,1559636095
2015-01-01,48,Texas,1634127089
2016-01-01,48,Texas,1633863306
2017-01-01,48,Texas,1667313043
2018-01-01,48,Texas,1746543257
2019-01-01,48,Texas,1806736077
2020-01-01,48,Texas,1773657126
2021-01-01,48,Texas,1879101277
2022-01-01,48,Texas,1952708571
2023-01-01,48,Texas,2097090405
2001-01-01,49,Utah,100244341
2002-01-01,49,Utah,102828054
2003-01-01,49,Utah,104829230
2004-01-01,49,Utah,111318873
2005-01-01,49,Utah,118430200
2006-01-01,49,Utah,127539423
2007-01-01,49,Utah,133799806
2008-01-01,49,Utah,133662879
2009-01-01,49,Utah,130958640
2010-01-01,49,Utah,133739071
2011-01-01,49,Utah,138301056
2012-01-01,49,Utah,140622492
2013-01-01,49,Utah,145026883
2014-01-01,49,Utah,150076296
2015-01-01,49,Utah,155431501
2016-01-01,49,Utah,162528245
2017-01-01,49,Utah,172075043
2018-01-01,49,Utah,182106012
2019-01-01,49,Utah,192760581
2020-01-01,49,Utah,194750236
2021-01-01,49,Utah,210446917
2022-01-01,49,Utah,217442488
2023-01-01,49,Utah,225459425
2001-01-01,50,Vermont,25681811
2002-01-01,50,Vermont,26522838
2003-01-01,50,Vermont,27548116
2004-01-01,50,Vermont,28989183
2005-01-01,50,Vermont,29283221
2006-01-01,50,Vermont,29420875
2007-01-01,50,Vermont,29296631
2008-01-01,50,Vermont,30168649
2009-01-01,50,Vermont,29565738
2010-01-01,50,Vermont,30890645
2011-01-01,50,Vermont,31663596
2012-01-01,50,Vermont,31898139
2013-01-01,50,Vermont,31494602
2014-01-01,50,Vermont,31847684
2015-01-01,50,Vermont,32042859
2016-01-01,50,Vermont,32312674
2017-01-01,50,Vermont,32589227
2018-01-01,50,Vermont,32827757
2019-01-01,50,Vermont,33339435
2020-01-01,50,Vermont,32252651
2021-01-01,50,Vermont,33721916
2022-01-01,50,Vermont,34752646
2023-01-01,50,Vermont,35236566
2001-01-01,51,Virginia,386444742
2002-01-01,51,Virginia,390242390
2003-01-01,51,Virginia,404522231
2004-01-01,51,Virginia,421744430
2005-01-01,51,Virginia,442089548
2006-01-01,51,Virginia,451263106
2007-01-01,51,Virginia,457568894
2008-01-01,51,Virginia,462034720
2009-01-01,51,Virginia,460075252
2010-01-01,51,Virginia,475699292
2011-01-01,51,Virginia,479571404
2012-01-01,51,Virginia,483041359
2013-01-01,51,Virginia,488741274
2014-01-01,51,Virginia,488918588
2015-01-01,51,Virginia,498943604
2016-01-01,51,Virginia,505107730
2017-01-01,51,Virginia,515167162
2018-01-01,51,Virginia,527767531
2019-01-01,51,Virginia,541027958
2020-01-01,51,Virginia,534532298
2021-01-01,51,Virginia,565470578
2022-01-01,51,Virginia,580475243
2023-01-01,51,Virginia,597597103
2001-01-01,53,Washington,317860579
2002-01-01,53,Washington,321977108
2003-01-01,53,Washington,327645232
2004-01-01,53,Washington,335449261
2005-01-01,53,Washington,358396321
2006-01-01,53,Washington,372145035
2007-01-01,53,Washington,394221923
2008-01-01,53,Washington,401093171
2009-01-01,53,Washington,390813969
2010-01-01,53,Washington,403471316
2011-01-01,53,Washington,411575705
2012-01-01,53,Washington,426447018
2013-01-01,53,Washington,439472182
2014-01-01,53,Washington,456186522
2015-01-01,53,Washington,476715369
2016-01-01,53,Washington,495724874
2017-01-01,53,Washington,527169356
2018-01-01,53,Washington,561785734
2019-01-01,53,Washington,588794408
2020-01-01,53,Washington,589156766
2021-01-01,53,Washington,630051486
2022-01-01,53,Washington,644075101
2023-01-01,53,Washington,677238047
2001-01-01,54,West Virginia,63599758
2023-01-01,54,West Virginia,80798157
2022-01-01,54,West Virginia,77187997
2021-01-01,54,West Virginia,75765122
2020-01-01,54,West Virginia,74553772
2019-01-01,54,West Virginia,77162193
2018-01-01,54,West Virginia,77406536
2017-01-01,54,West Virginia,75172448
2016-01-01,54,West Virginia,73513255
2015-01-01,54,West Virginia,74261375
2014-01-01,54,West Virginia,74111275
2013-01-01,54,West Virginia,73948954
2012-01-01,54,West Virginia,73124528
2011-01-01,54,West Virginia,73175181
2010-01-01,54,West Virginia,71823772
2009-01-01,54,West Virginia,70886497
2008-01-01,54,West Virginia,70966758
2007-01-01,54,West Virginia,69374083
2006-01-01,54,West Virginia,68900010
2005-01-01,54,West Virginia,67888756
2004-01-01,54,West Virginia,66077577
2003-01-01,54,West Virginia,65106806
2002-01-01,54,West Virginia,64465686
2001-01-01,55,Wisconsin,252941835
2002-01-01,55,Wisconsin,257966938
2003-01-01,55,Wisconsin,265745807
2004-01-01,55,Wisconsin,275412405
2005-01-01,55,Wisconsin,282065657
2006-01-01,55,Wisconsin,287146577
2007-01-01,55,Wisconsin,289855233
2008-01-01,55,Wisconsin,286204709
2009-01-01,55,Wisconsin,277279381
2010-01-01,55,Wisconsin,287652877
2011-01-01,55,Wisconsin,293663960
2012-01-01,55,Wisconsin,299007637
2013-01-01,55,Wisconsin,301550506
2014-01-01,55,Wisconsin,309425837
2015-01-01,55,Wisconsin,315687778
2016-01-01,55,Wisconsin,319272276
2017-01-01,55,Wisconsin,321886779
2018-01-01,55,Wisconsin,328832367
2019-01-01,55,Wisconsin,333256767
2020-01-01,55,Wisconsin,322470643
2021-01-01,55,Wisconsin,334513984
2022-01-01,55,Wisconsin,339747864
2023-01-01,55,Wisconsin,344570759
2001-01-01,56,Wyoming,28338117
2002-01-01,56,Wyoming,28901290
2003-01-01,56,Wyoming,29806642
2004-01-01,56,Wyoming,30780132
2005-01-01,56,Wyoming,32463117
2006-01-01,56,Wyoming,36655636
2007-01-01,56,Wyoming,39504839
2008-01-01,56,Wyoming,41641237
2009-01-01,56,Wyoming,40599568
2010-01-01,56,Wyoming,39135847
2011-01-01,56,Wyoming,38929822
2012-01-01,56,Wyoming,38084983
2013-01-01,56,Wyoming,38408734
2014-01-01,56,Wyoming,39287223
2015-01-01,56,Wyoming,40063871
2016-01-01,56,Wyoming,37853539
2017-01-01,56,Wyoming,37620307
2018-01-01,56,Wyoming,37977192
2019-01-01,56,Wyoming,38577118
2020-01-01,56,Wyoming,36198198
2021-01-01,56,Wyoming,37131830
2022-01-01,56,Wyoming,37827244
2023-01-01,56,Wyoming,40210781
2001-01-01,91,New England,815552416
2002-01-01,91,New England,819333731
2003-01-01,91,New England,837234287
2004-01-01,91,New England,871834386
2005-01-01,91,New England,889361439
2006-01-01,91,New England,914340548
2007-01-01,91,New England,936059913
2008-01-01,91,New England,941279160
2009-01-01,91,New England,920013421
2010-01-01,91,New England,948885343
2011-01-01,91,New England,954794908
2012-01-01,91,New England,968580069
2013-01-01,91,New England,968966586
2014-01-01,91,New England,982746180
2015-01-01,91,New England,1013587488
2016-01-01,91,New England,1023574227
2017-01-01,91,New England,1039545446
2018-01-01,91,New England,1062478003
2019-01-01,91,New England,1086223717
2020-01-01,91,New England,1061531776
2021-01-01,91,New England,1121276219
2022-01-01,91,New England,1148442209
2023-01-01,91,New England,1169288251
2001-01-01,92,Mideast,2771541685
2002-01-01,92,Mideast,2784056153
2003-01-01,92,Mideast,2829745761
2004-01-01,92,Mideast,2907954735
2005-01-01,92,Mideast,2976619316
2006-01-01,92,Mideast,3029492023
2007-01-01,92,Mideast,3077936798
2008-01-01,92,Mideast,3089355446
2009-01-01,92,Mideast,3092498188
2010-01-01,92,Mideast,3194703135
2011-01-01,92,Mideast,3219506525
2012-01-01,92,Mideast,3301293996
2013-01-01,92,Mideast,3334509232
2014-01-01,92,Mideast,3395872868
2015-01-01,92,Mideast,3465391013
2016-01-01,92,Mideast,3518584521
2017-01-01,92,Mideast,3572774364
2018-01-01,92,Mideast,3647342192
2019-01-01,92,Mideast,3711064230
2020-01-01,92,Mideast,3589546702
2021-01-01,92,Mideast,3759180365
2022-01-01,92,Mideast,3833059452
2023-01-01,92,Mideast,3901560972
2001-01-01,93,Great Lakes,2203149089
2002-01-01,93,Great Lakes,2243919009
2003-01-01,93,Great Lakes,2296970504
2004-01-01,93,Great Lakes,2363124339
2005-01-01,93,Great Lakes,2408650149
2006-01-01,93,Great Lakes,2425979694
2007-01-01,93,Great Lakes,2450466500
2008-01-01,93,Great Lakes,2403345996
2009-01-01,93,Great Lakes,2284891859
2010-01-01,93,Great Lakes,2368842329
2011-01-01,93,Great Lakes,2421624389
2012-01-01,93,Great Lakes,2463334033
2013-01-01,93,Great Lakes,2505982390
2014-01-01,93,Great Lakes,2569254665
2015-01-01,93,Great Lakes,2606191645
2016-01-01,93,Great Lakes,2632446921
2017-01-01,93,Great Lakes,2669538336
2018-01-01,93,Great Lakes,2722152196
2019-01-01,93,Great Lakes,2756943488
2020-01-01,93,Great Lakes,2649553265
2021-01-01,93,Great Lakes,2798288585
2022-01-01,93,Great Lakes,2854331026
2023-01-01,93,Great Lakes,2898354600
2001-01-01,94,Plains,910419433
2002-01-01,94,Plains,930798771
2003-01-01,94,Plains,965431834
2004-01-01,94,Plains,1002489691
2005-01-01,94,Plains,1032697339
2006-01-01,94,Plains,1047757569
2007-01-01,94,Plains,1071799659
2008-01-01,94,Plains,1092075727
2009-01-01,94,Plains,1064275981
2010-01-01,94,Plains,1096010401
2011-01-01,94,Plains,1120460066
2012-01-01,94,Plains,1149893612
2013-01-01,94,Plains,1167911493
2014-01-01,94,Plains,1202106677
2015-01-01,94,Plains,1227189305
2016-01-01,94,Plains,1237736420
2017-01-01,94,Plains,1250759343
2018-01-01,94,Plains,1274025842
2019-01-01,94,Plains,1288475929
2020-01-01,94,Plains,1262663108
2021-01-01,94,Plains,1330505923
2022-01-01,94,Plains,1354128628
2023-01-01,94,Plains,1388150705
2001-01-01,95,Southeast,3118856908
2002-01-01,95,Southeast,3195086660
2003-01-01,95,Southeast,3312051560
2004-01-01,95,Southeast,3473548695
2005-01-01,95,Southeast,3634909922
2006-01-01,95,Southeast,3726096703
2007-01-01,95,Southeast,3752274330
2008-01-01,95,Southeast,3738925147
2009-01-01,95,Southeast,3611267900
2010-01-01,95,Southeast,3695420192
2011-01-01,95,Southeast,3716013070
2012-01-01,95,Southeast,3762626344
2013-01-01,95,Southeast,3828029948
2014-01-01,95,Southeast,3902765273
2015-01-01,95,Southeast,4011954269
2016-01-01,95,Southeast,4102066919
2017-01-01,95,Southeast,4210089181
2018-01-01,95,Southeast,4315633378
2019-01-01,95,Southeast,4423102626
2020-01-01,95,Southeast,4345697448
2021-01-01,95,Southeast,4641104513
2022-01-01,95,Southeast,4802786205
2023-01-01,95,Southeast,4952758909
2001-01-01,96,Southwest,1446381479
2002-01-01,96,Southwest,1480277662
2003-01-01,96,Southwest,1510596470
2004-01-01,96,Southwest,1592175931
2005-01-01,96,Southwest,1648724344
2006-01-01,96,Southwest,1754561799
2007-01-01,96,Southwest,1832803433
2008-01-01,96,Southwest,1833232871
2009-01-01,96,Southwest,1808209594
2010-01-01,96,Southwest,1851648770
2011-01-01,96,Southwest,1912613802
2012-01-01,96,Southwest,1996352031
2013-01-01,96,Southwest,2075730850
2014-01-01,96,Southwest,2140042238
2015-01-01,96,Southwest,2229860392
2016-01-01,96,Southwest,2235958566
2017-01-01,96,Southwest,2286160711
2018-01-01,96,Southwest,2385042078
2019-01-01,96,Southwest,2466718884
2020-01-01,96,Southwest,2428217260
2021-01-01,96,Southwest,2569595986
2022-01-01,96,Southwest,2660434410
2023-01-01,96,Southwest,2838599111
2001-01-01,97,Rocky Mountain,453118482
2002-01-01,97,Rocky Mountain,459318533
2003-01-01,97,Rocky Mountain,467703707
2004-01-01,97,Rocky Mountain,484373456
2005-01-01,97,Rocky Mountain,511144300
2006-01-01,97,Rocky Mountain,533204603
2007-01-01,97,Rocky Mountain,555985280
2008-01-01,97,Rocky Mountain,563305602
2009-01-01,97,Rocky Mountain,549726516
2010-01-01,97,Rocky Mountain,557538270
2011-01-01,97,Rocky Mountain,567497994
2012-01-01,97,Rocky Mountain,574357559
2013-01-01,97,Rocky Mountain,594720656
2014-01-01,97,Rocky Mountain,617617804
2015-01-01,97,Rocky Mountain,641499082
2016-01-01,97,Rocky Mountain,655672594
2017-01-01,97,Rocky Mountain,681310123
2018-01-01,97,Rocky Mountain,712372100
2019-01-01,97,Rocky Mountain,746428762
2020-01-01,97,Rocky Mountain,743870716
2021-01-01,97,Rocky Mountain,796343098
2022-01-01,97,Rocky Mountain,822215229
2023-01-01,97,Rocky Mountain,856063087
2001-01-01,98,Far West,2463451014
2002-01-01,98,Far West,2514956943
2003-01-01,98,Far West,2609835821
2004-01-01,98,Far West,2705895007
2005-01-01,98,Far West,2835774939
2006-01-01,98,Far West,2947201499
2007-01-01,98,Far West,3026963051
2008-01-01,98,Far West,3056662307
2009-01-01,98,Far West,2948080132
2010-01-01,98,Far West,3010545720
2011-01-01,98,Far West,3066026011
2012-01-01,98,Far West,3148430217
2013-01-01,98,Far West,3249257573
2014-01-01,98,Far West,3360531450
2015-01-01,98,Far West,3516768389
2016-01-01,98,Far West,3629300282
2017-01-01,98,Far West,3797440495
2018-01-01,98,Far West,3956948041
2019-01-01,98,Far West,4115306459
2020-01-01,98,Far West,4055843532
2021-01-01,98,Far West,4352482955
2022-01-01,98,Far West,4411936147
2023-01-01,98,Far West,4525827912
