year,zcta,total_population,median_age,median_household_income,per_capita_income,total_housing_units,owner_occupied_units,renter_occupied_units,homeownership_rate,median_home_value,median_gross_rent,rent_as_pct_of_income
2023,10552,21499,46.6,97105,60154,10143,6093,3349,64.53,331400,1770,29.2
2023,10553,10815,38.9,84173,40872,3801,1700,1993,46.03,490000,1771,31.2
2023,10560,4914,43.0,180455,74464,1851,1397,245,85.08,656600,2240,25.3
2023,10562,33700,43.3,113069,55789,12745,7490,4740,61.24,486700,2118,35.1
2023,10566,25484,40.9,91042,48688,11752,6308,4498,58.37,376800,1895,33.0
2023,10567,20260,42.5,152334,62698,7086,6114,473,92.82,532600,1913,30.1
2023,10570,13391,39.3,188262,86047,4481,3674,611,85.74,862400,1958,45.1
2023,10573,40982,39.8,110612,60930,14592,7910,6041,56.70,649900,1940,31.0
2023,10576,4904,51.8,227344,133385,1974,1696,118,93.50,1014900,3501,38.5
2023,10577,5901,21.1,250001,60739,875,712,17,97.67,1461400,-666666666,-666666666.0
2023,10578,1851,43.4,250001,65429,568,568,0,100.00,607700,-666666666,-666666666.0
2023,10579,8825,47.6,135893,56588,3642,2720,291,90.34,515000,2723,36.9
2023,10580,18073,41.6,242015,149917,6614,4447,1731,71.98,1834100,2764,28.0
2023,10583,40612,43.2,250001,140384,14914,11956,2094,85.10,1131700,2476,32.7
2023,10588,3081,36.9,171598,65165,1172,723,385,65.25,522400,1281,9.0
2023,10589,7266,63.3,123293,79041,4020,3212,324,90.84,521200,3501,51.0
2023,10590,7314,47.6,198563,90802,2820,2482,146,94.44,727600,2262,39.5
2023,10591,23663,42.8,103480,71301,10566,5133,4961,50.85,661800,1943,30.4
2023,10594,5512,41.0,166417,66726,1820,1599,193,89.23,683600,2148,28.0
2023,10595,7180,41.6,108750,59337,2543,1725,635,73.09,725200,1626,47.7
2023,10596,657,57.1,81893,81410,450,239,150,61.44,448900,1769,27.6
2023,10597,652,34.5,211591,76752,234,194,0,100.00,1108300,-666666666,-666666666.0
2023,10598,28894,45.3,163040,70717,10994,9113,1186,88.48,591300,2286,26.7
2023,10601,10860,42.6,90733,66514,6031,2003,3310,37.70,396800,1975,30.1
2023,10603,19201,38.6,121450,58012,7624,4577,2700,62.90,499600,1905,33.1
2023,10604,12192,39.0,111131,66858,4436,2296,1977,53.73,814600,1968,30.8
2023,10605,19371,46.6,145587,86708,8537,5909,2024,74.49,761200,2195,28.5
2023,10606,17556,35.6,114956,61132,6920,2411,4009,37.55,667900,2452,30.4
2023,10607,6222,45.7,161250,75839,2291,1844,380,82.91,624300,2303,23.9
2023,10701,70054,34.8,63310,35523,28252,7563,19600,27.84,412900,1694,34.3
2023,10703,22135,42.6,74940,37073,7925,4080,3473,54.02,477500,1702,34.5
2023,10704,31844,40.7,110097,45021,12576,7622,4410,63.35,508100,1898,25.5
2023,10705,40390,38.6,68616,37646,15620,5453,9542,36.37,445600,1602,33.3
2023,10706,9119,47.0,177031,104486,3413,2673,684,79.62,866200,1999,25.8
2023,10707,9755,45.8,141837,74847,4186,2227,1730,56.28,718400,2051,30.6
2023,10708,21946,42.9,121107,96342,10004,7122,2303,75.56,496800,2161,26.8
2023,10709,10274,43.8,175424,82288,3897,2851,839,77.26,844000,1955,31.1
2023,10710,25684,44.0,100783,50761,10107,7060,2919,70.75,534000,1797,31.5
2023,10801,41984,38.9,83534,50360,16912,6237,9793,38.91,555000,1742,31.7
2023,10803,13096,39.0,212288,107949,4360,3423,816,80.75,961300,2242,25.5
2023,10804,15228,45.4,220089,102635,5327,4996,271,94.85,894100,2114,27.8
2023,10805,21230,44.7,89964,54895,8731,3663,4867,42.94,338100,2018,29.5
2023,10901,26224,40.0,114651,52083,9674,6737,2536,72.65,490700,1746,34.2
2023,10910,0,-666666666.0,-666666666,-666666666,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,10911,18,-666666666.0,-666666666,,8,0,8,0.00,-666666666,-666666666,-666666666.0
2023,10913,5333,38.6,175000,56895,1572,1479,39,97.43,621600,2325,38.0
2023,10914,691,22.6,-666666666,19766,156,156,0,100.00,440500,-666666666,-666666666.0
2023,10915,0,-666666666.0,-666666666,-666666666,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,10916,4531,44.4,115227,45005,1545,1361,107,92.71,468000,1196,23.4
2023,10917,1575,43.5,126522,55521,611,422,58,87.92,553000,-666666666,-666666666.0
2023,10918,11937,39.4,147011,58400,4607,3423,762,81.79,424700,1652,21.3
2023,10919,1383,53.7,106185,42420,539,539,0,100.00,418800,-666666666,-666666666.0
2023,10920,8493,45.0,143672,63590,2940,2545,324,88.71,533800,2061,30.1
2023,10921,4358,39.7,107500,49819,1630,1334,230,85.29,375200,1836,22.0
2023,10922,1072,46.2,88516,61533,557,287,256,52.85,381500,1403,21.2
2023,10923,9188,39.6,95769,42678,2909,1775,1091,61.93,459100,1827,26.2
2023,10924,13612,45.8,114567,53174,5178,3687,984,78.93,433600,1668,31.5
2023,10925,4440,44.5,89313,46256,2220,1420,335,80.91,342600,1620,32.2
2023,10926,3741,41.4,98135,50006,1495,925,484,65.65,319000,2040,28.9
2023,10927,12273,39.0,67447,31478,4180,2020,1890,51.66,361800,1741,42.5
2023,10928,5273,42.4,96106,45128,2442,1352,925,59.38,307800,1717,37.4
2023,10930,10342,41.3,141893,50446,3647,3164,259,92.43,399700,1890,29.3
2023,10931,1170,34.0,81406,34832,403,203,180,53.00,467600,2109,34.6
2023,10932,14,-666666666.0,-666666666,,7,7,0,100.00,-666666666,-666666666,-666666666.0
2023,10933,312,16.7,-666666666,23766,131,70,29,70.71,231400,-666666666,-666666666.0
2023,10940,53099,38.1,87198,38566,19930,11883,6797,63.61,301400,1600,33.2
2023,10941,14761,39.6,95938,43866,5486,3221,2207,59.34,325700,1640,26.2
2023,10950,65391,20.9,77123,25978,17531,9966,6043,62.25,458800,1693,51.0
2023,10952,47169,20.1,70696,25645,11743,4778,6253,43.31,786300,1715,36.3
2023,10953,0,-666666666.0,-666666666,-666666666,26,0,0,NaN,-666666666,-666666666,-666666666.0
2023,10954,27474,43.8,112927,52318,10041,6597,2993,68.79,502300,2184,32.0
2023,10956,31420,42.2,179060,62850,9892,9009,583,93.92,629200,2256,40.8
2023,10958,2717,42.2,156250,50094,904,751,65,92.03,369600,2125,21.9
2023,10960,15277,40.8,126404,74269,6680,3455,2757,55.62,662600,2148,27.2
2023,10962,4921,46.6,171389,61921,1678,1430,216,86.88,653300,1655,32.7
2023,10963,3940,43.5,79265,32354,1281,799,379,67.83,313400,925,28.1
2023,10964,1395,48.3,-666666666,91541,567,474,40,92.22,686600,-666666666,-666666666.0
2023,10965,15526,39.6,136970,58104,5937,4264,1341,76.07,560200,2036,35.5
2023,10968,2406,50.6,132105,76266,1345,716,406,63.81,615700,2019,26.0
2023,10969,1333,36.1,154127,58051,478,408,17,96.00,397700,-666666666,-666666666.0
2023,10970,11636,36.6,118445,49225,4138,3082,877,77.85,362800,1877,38.6
2023,10973,2300,39.3,133508,47345,817,655,100,86.75,379400,1788,23.4
2023,10974,3324,43.5,112404,57647,1286,1022,206,83.22,429600,2491,24.2
2023,10975,254,28.5,102608,34110,152,46,79,36.80,208900,2159,28.4
2023,10976,2215,39.3,95956,37330,681,381,222,63.18,658300,1075,38.9
2023,10977,71465,24.8,77724,25957,17339,7507,8853,45.89,602300,1711,42.3
2023,10979,84,-666666666.0,-666666666,,43,43,0,100.00,-666666666,-666666666,-666666666.0
2023,10980,13793,44.2,125333,49055,5081,4207,609,87.35,475200,1748,44.8
2023,10983,5489,45.8,178664,70679,1926,1757,142,92.52,593200,2237,41.4
2023,10984,2760,36.9,109583,51195,916,837,79,91.38,541700,1726,41.7
2023,10985,18,38.5,-666666666,,6,6,0,100.00,-666666666,-666666666,-666666666.0
2023,10986,1402,49.9,-666666666,60383,621,508,84,85.81,594700,1583,27.2
2023,10987,4041,49.6,164063,108383,1646,1145,301,79.18,682800,1486,44.1
2023,10988,684,30.5,104615,49264,235,134,88,60.36,319600,1532,19.3
2023,10989,8410,49.1,131501,65797,3379,2810,369,88.39,512700,2017,24.8
2023,10990,20370,46.7,123199,59161,8394,6013,1761,77.35,462100,1387,37.4
2023,10992,10412,33.8,113450,42152,3559,2758,545,83.50,389300,1438,38.6
2023,10993,4230,44.9,65250,38054,1462,828,634,56.63,323600,1544,32.4
2023,10994,5925,51.0,166838,71492,2178,2075,56,97.37,618900,1622,22.1
2023,10996,6549,21.5,139700,31624,1241,0,1118,0.00,-666666666,3501,31.7
2023,10998,3676,39.2,117212,48490,1273,1038,165,86.28,442200,1824,19.7
2023,11001,25714,43.1,144755,60852,8923,7283,1225,85.60,714600,2196,37.0
2023,11003,44716,38.7,123000,41180,12641,9710,2358,80.46,576500,2315,31.4
2023,11004,14296,48.8,109865,44825,5394,3539,1554,69.49,661900,1967,23.8
2023,11005,2195,80.6,91719,222147,2011,1476,59,96.16,620200,2179,43.0
2023,11010,25618,40.7,140686,52005,8577,7038,1342,83.99,647300,2096,28.0
2023,11020,5986,44.2,169265,73806,1893,1530,240,86.44,1155600,2845,23.1
2023,11021,19474,46.9,122390,82848,8705,5541,2575,68.27,734200,2184,32.9
2023,11023,9824,37.4,151544,69054,3398,2547,570,81.71,1143800,-666666666,27.2
2023,11024,8821,30.4,170476,55835,2454,1775,391,81.95,1633700,2467,37.8
2023,11030,17703,46.1,247393,132217,6531,5414,621,89.71,1800900,2221,25.8
2023,11040,42344,43.7,153511,61949,14608,12326,1558,88.78,795300,2388,26.9
2023,11042,232,89.0,-666666666,20216,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,11050,32657,43.4,153819,86162,12329,8161,3495,70.02,990800,2454,34.4
2023,11096,9897,31.6,88160,31328,2706,1252,1301,49.04,604900,1944,35.0
2023,11101,39007,33.4,116807,78455,27093,3043,16006,15.97,995500,2740,25.5
2023,11102,28349,36.7,102996,60467,19431,1923,11253,14.59,779800,2248,27.0
2023,11103,35357,36.4,92787,61545,18833,2676,13535,16.51,1003500,2120,27.9
2023,11104,26825,39.7,84716,48922,13224,2627,9607,21.47,665700,1924,29.6
2023,11105,38507,36.2,100306,56254,17518,3855,12213,23.99,1089000,2211,27.7
2023,11106,40657,36.4,85573,53327,21681,3264,15706,17.21,639200,2032,27.9
2023,11109,7388,34.8,198773,113335,4826,729,2909,20.04,526000,3501,23.0
2023,11201,69251,35.2,169285,118003,36155,11776,21365,35.53,1131700,3207,24.5
2023,11203,76853,43.2,68028,35344,33434,11890,18259,39.44,677700,1566,34.5
2023,11204,81368,34.3,67588,26250,27498,8943,16363,35.34,1097200,1751,35.8
2023,11205,50205,30.5,86753,50396,19200,5007,12265,28.99,892800,2307,30.1
2023,11206,89231,30.7,57280,33508,34838,3670,30026,10.89,822100,1558,31.1
2023,11207,93445,36.4,55419,28677,38030,9492,25817,26.88,657400,1443,33.0
2023,11208,106901,34.3,59988,26652,37261,8921,25565,25.87,638200,1563,33.2
2023,11209,70756,41.9,92656,54451,33286,10879,19497,35.81,905700,1857,27.8
2023,11210,60398,39.5,83261,41698,22817,9075,12365,42.33,817600,1734,32.2
2023,11211,65691,31.4,105183,64454,29068,4520,22977,16.44,1118600,2357,26.8
2023,11212,87946,35.6,40060,22016,34782,4512,28076,13.85,549400,1231,36.4
2023,11213,69630,34.5,62040,35922,29186,4189,22871,15.48,1184400,1607,32.4
2023,11214,88994,41.1,64286,33266,33341,10520,20486,33.93,1007400,1710,32.4
2023,11215,70922,37.4,180773,104682,32197,12162,17585,40.88,1674700,2803,23.9
2023,11216,59913,34.8,95000,58397,28825,6207,20457,23.28,1398400,2180,28.6
2023,11217,42569,35.9,158314,109364,21590,5640,13903,28.86,1614200,2800,25.2
2023,11218,71313,37.7,95916,54534,27403,9880,16173,37.92,914300,1966,30.9
2023,11219,94737,25.5,55685,21728,27973,6363,18113,26.00,1086000,1678,39.4
2023,11220,90792,37.2,64201,27359,30897,7824,20512,27.61,1021200,1688,34.2
2023,11221,90750,32.8,85122,44594,38690,7804,28228,21.66,1061400,2055,30.3
2023,11222,41418,34.9,123963,76764,21917,3586,16691,17.69,1245600,2595,24.7
2023,11223,78566,36.4,63950,32377,28857,9453,16980,35.76,1063200,1653,36.2
2023,11224,48469,47.6,41449,27975,21354,5654,14337,28.28,512900,905,32.5
2023,11225,56544,38.1,85201,48888,26703,4544,20203,18.36,1218300,1733,28.3
2023,11226,100022,36.5,81084,43143,42618,5303,34002,13.49,866300,1751,29.3
2023,11228,42325,44.1,80737,41546,16336,8259,6846,54.68,1131700,1828,35.6
2023,11229,79802,42.5,72556,41400,33353,14541,16383,47.02,812200,1666,30.9
2023,11230,88252,36.0,69522,35434,34269,9452,22350,29.72,863400,1734,34.3
2023,11231,39704,37.7,138485,92477,18265,5203,11607,30.95,1678900,2474,23.8
2023,11232,26681,36.7,87517,42205,10004,2258,7078,24.19,782500,1972,30.1
2023,11233,82711,35.2,62034,34836,34412,7573,25211,23.10,1013000,1613,31.8
2023,11234,87778,43.3,94434,46873,35167,21652,10526,67.29,746800,1771,32.2
2023,11235,81958,47.2,61689,41378,37188,13081,22252,37.02,723900,1649,36.3
2023,11236,95174,40.4,82813,37627,37002,16816,16502,50.47,710300,1637,29.8
2023,11237,45233,33.3,82570,38780,18801,2001,15722,11.29,1063700,2109,33.2
2023,11238,58462,35.7,132957,83937,29588,7691,19680,28.10,1146000,2511,24.7
2023,11239,16047,48.8,35675,30759,8883,625,7695,7.51,580400,1016,31.2
2023,11249,45353,30.5,121400,76622,18958,3019,14602,17.13,1326700,2982,24.6
2023,11354,52325,48.1,62833,37209,22979,8641,12634,40.62,521000,1766,37.8
2023,11355,79802,46.7,53700,28125,32049,9185,21466,29.97,711500,1664,38.2
2023,11356,26956,39.4,91445,32050,9003,4122,4250,49.24,893100,2160,38.6
2023,11357,42341,48.4,97754,50480,16586,12027,3728,76.34,920200,2228,33.7
2023,11358,36496,43.8,88729,42442,13806,7966,5243,60.31,967200,2086,32.5
2023,11359,0,-666666666.0,-666666666,-666666666,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,11360,19510,53.0,100250,59196,9874,6639,2183,75.26,692600,2329,28.8
2023,11361,30402,42.9,108391,50149,11934,6782,4447,60.40,900700,2315,28.4
2023,11362,18156,50.5,118989,56154,7634,5477,1616,77.22,634500,2548,28.7
2023,11363,7515,49.6,110833,65067,3002,2076,814,71.83,1019400,2235,34.7
2023,11364,36417,46.3,101222,46669,14527,9710,4043,70.60,770100,2330,31.7
2023,11365,43258,44.0,85375,41057,16626,7701,8323,48.06,911800,1869,29.1
2023,11366,12967,42.5,117402,47845,4915,3078,1440,68.13,950200,2101,26.4
2023,11367,42210,35.8,75804,35502,15693,7050,7666,47.91,519800,1774,31.5
2023,11368,107060,35.1,71798,25074,31165,6590,23269,22.07,751700,1925,33.3
2023,11369,33354,39.2,80577,30261,13893,5611,4520,55.38,734900,1983,33.6
2023,11370,28762,40.3,74895,31943,11679,4266,4498,48.68,843600,2071,32.0
2023,11371,0,-666666666.0,-666666666,-666666666,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,11372,66995,42.4,77133,41249,26613,8773,16611,34.56,454400,1795,31.9
2023,11373,99433,38.3,71470,29927,34797,8962,23411,27.68,683200,1913,34.2
2023,11374,46128,42.2,86333,46919,21197,7761,11742,39.79,484500,1957,32.1
2023,11375,75320,44.5,104319,64156,35415,17214,16003,51.82,572800,2126,28.8
2023,11377,83545,40.2,73292,41853,34928,9815,23556,29.41,670300,1802,30.3
2023,11378,37828,41.5,84762,37929,14522,6966,6047,53.53,832700,1932,34.7
2023,11379,37378,46.7,92509,44102,15237,8070,5827,58.07,886600,1989,30.4
2023,11385,103865,36.1,87365,41011,40175,11389,26197,30.30,842800,1959,28.6
2023,11411,20501,46.7,118393,42651,6775,5530,988,84.84,621500,1605,34.2
2023,11412,41350,40.4,98418,36829,12821,8989,3106,74.32,633800,1630,32.1
2023,11413,45072,39.8,114766,41165,14485,9967,3745,72.69,631700,2038,29.1
2023,11414,31090,45.1,98209,50279,12223,8826,2697,76.59,612800,1991,32.2
2023,11415,21379,37.5,88632,54674,9794,3812,5155,42.51,367900,1909,30.5
2023,11416,26660,38.6,85544,43059,8047,3780,3721,50.39,733500,1964,32.5
2023,11417,30091,39.2,86330,34621,9855,5472,3899,58.39,731900,1853,32.9
2023,11418,36304,39.9,84927,38765,12072,5668,5940,48.83,772800,1788,32.6
2023,11419,46938,42.2,91231,32122,13607,8063,4957,61.93,678800,1920,36.5
2023,11420,50060,41.0,98584,34422,14835,10026,3949,71.74,673700,2032,33.1
2023,11421,41937,39.0,89439,34056,12776,6300,5686,52.56,682800,1901,32.7
2023,11422,33085,41.9,108519,41722,10694,7062,3279,68.29,629100,2327,34.2
2023,11423,29105,43.9,80870,35667,10307,5643,4181,57.44,717300,1706,34.2
2023,11424,0,-666666666.0,-666666666,-666666666,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,11426,19638,46.4,107591,48114,6813,4479,1900,70.21,676100,2158,32.1
2023,11427,25124,46.3,92129,38721,8435,5281,2840,65.03,690200,1697,30.4
2023,11428,18898,46.5,84977,35477,6335,4415,1607,73.31,666200,1827,47.1
2023,11429,27933,42.3,98232,37006,8601,5856,2371,71.18,646200,1605,40.4
2023,11430,448,28.7,-666666666,8050,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,11432,63730,39.6,75395,34010,21618,7549,12855,37.00,826100,1841,34.6
2023,11433,37777,35.1,71177,28327,11849,5127,5838,46.76,625600,1529,34.9
2023,11434,67611,40.1,76668,35548,23787,11090,11647,48.78,585600,1409,30.3
2023,11435,58424,36.6,79430,35308,21180,7080,12848,35.53,550300,1820,31.5
2023,11436,21364,38.9,86104,34346,6617,4113,2176,65.40,602800,2079,36.9
2023,11439,2171,19.2,-666666666,5643,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,11451,0,-666666666.0,-666666666,-666666666,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,11501,21590,41.7,138323,64994,9174,5805,2983,66.06,627200,2267,27.8
2023,11507,6581,48.6,162991,73326,2432,2028,268,88.33,799800,2528,26.8
2023,11509,1747,56.4,162500,99873,1193,679,65,91.26,991000,3125,38.0
2023,11510,34814,42.0,141120,55173,11463,9775,1336,87.98,578600,1695,26.6
2023,11514,4421,44.4,136125,66100,1758,1273,404,75.91,713700,2302,31.4
2023,11516,8733,35.5,102083,51821,3346,2190,951,69.72,818600,2204,38.9
2023,11518,10390,42.0,104955,63275,4235,3108,969,76.23,590800,2306,29.8
2023,11520,44873,38.9,119407,45007,14912,10061,4068,71.21,480600,1984,32.1
2023,11530,28041,41.7,202841,92827,10178,8499,1040,89.10,987800,3501,29.5
2023,11542,29020,43.0,92284,47935,11374,5963,4916,54.81,659300,2350,41.3
2023,11545,11963,47.7,164583,113902,4686,3937,421,90.34,1028900,2220,46.9
2023,11547,788,56.7,123452,62971,328,262,66,79.88,916700,2029,51.0
2023,11548,2171,22.9,107386,41743,421,363,58,86.22,700900,3501,33.3
2023,11549,2420,20.3,-666666666,8805,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,11550,60658,37.0,86904,34485,19579,8669,9356,48.09,446500,1647,34.3
2023,11552,26053,36.4,153192,50259,7736,6773,704,90.58,615800,3185,29.8
2023,11553,28344,35.5,105994,33604,7365,5379,1836,74.55,486100,2122,42.6
2023,11554,35806,43.8,128770,52532,12128,10514,1213,89.66,613900,2539,44.8
2023,11556,0,-666666666.0,-666666666,-666666666,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,11557,8503,40.8,170048,70158,2792,2480,144,94.51,708400,2287,51.0
2023,11558,8532,44.5,109443,51464,3317,1996,1137,63.71,601500,2212,42.1
2023,11559,9130,33.3,156429,74847,2849,1980,650,75.29,1108200,2031,28.2
2023,11560,6951,48.1,159545,109861,2534,1994,424,82.46,937500,2467,51.0
2023,11561,38847,46.0,132903,68832,18442,10639,5915,64.27,676600,2462,30.9
2023,11563,22558,42.6,138006,59118,8088,5705,1939,74.63,595500,2173,28.2
2023,11565,8908,44.7,145290,68317,3466,3082,157,95.15,628500,1861,37.0
2023,11566,35172,41.9,169868,67751,11723,11046,517,95.53,679000,2803,32.6
2023,11568,4198,27.7,250001,107016,1090,951,60,94.07,2000001,3501,41.1
2023,11569,996,60.3,108371,86887,805,431,78,84.68,1049100,3501,24.6
2023,11570,28162,43.0,147784,78820,11368,8113,2611,75.65,786600,1804,30.5
2023,11572,30627,44.5,144419,62145,10811,9601,859,91.79,627300,2118,29.2
2023,11575,19430,34.0,133534,35183,4597,3386,1056,76.23,457100,2579,47.1
2023,11576,12796,48.3,232279,114523,4552,4007,434,90.23,1214500,2239,26.8
2023,11577,12771,44.2,183233,86058,4453,3979,308,92.82,945000,2037,22.9
2023,11579,5037,41.3,185650,96150,1977,1441,318,81.92,926500,2268,29.9
2023,11580,42644,42.5,135385,50684,13582,10801,2111,83.65,602500,1852,36.7
2023,11581,22652,39.4,138821,52126,7423,5886,1222,82.81,652700,2198,30.8
2023,11590,48243,42.4,149250,58031,15497,11710,3436,77.31,616500,2209,26.5
2023,11596,10378,41.3,162026,66186,3450,2809,566,83.23,801500,2102,32.2
2023,11598,14316,30.7,181574,66134,4079,3368,438,88.49,1000200,2405,36.6
2023,11691,68704,36.0,57027,29493,23400,6465,15917,28.88,649400,1444,35.3
2023,11692,23247,36.8,49507,31982,8475,2654,5327,33.25,650000,1274,37.6
2023,11693,13066,44.9,67829,39342,5850,2491,2914,46.09,473200,1198,31.1
2023,11694,21430,44.1,103792,51069,9103,4062,3984,50.48,839000,1787,27.8
2023,11697,4123,49.8,134844,65782,2837,1626,42,97.48,684100,-666666666,-666666666.0
2023,11701,28174,44.4,110639,48009,9544,6090,2943,67.42,489000,2307,37.6
2023,11702,14002,46.5,136711,68220,5939,4557,913,83.31,598600,2369,32.3
2023,11703,17205,43.2,130140,45865,5665,4704,812,85.28,469900,2206,36.7
2023,11704,40285,41.0,127034,50287,13406,9524,3400,73.69,485400,2089,32.3
2023,11705,8256,42.1,161214,66856,2988,2522,426,85.55,618300,2193,32.1
2023,11706,68648,37.0,115112,39622,21435,14458,4866,74.82,464300,1885,33.0
2023,11709,6744,51.4,143571,70556,2803,2231,349,86.47,670500,1974,35.5
2023,11710,34459,41.4,173136,68820,11717,10246,1055,90.66,647000,2495,26.8
2023,11713,9236,36.1,111786,48912,3788,2121,1015,67.63,474500,3021,39.4
2023,11714,22475,45.8,123679,53668,7925,7059,769,90.18,586400,2211,29.4
2023,11715,3796,44.7,157905,67320,1742,1435,215,86.97,593500,2200,45.0
2023,11716,9750,42.6,120344,49581,3535,2828,531,84.19,508500,2425,43.7
2023,11718,3185,40.4,203750,75431,1033,994,39,96.22,710600,1986,18.6
2023,11719,3300,45.1,96638,44339,1174,810,310,72.32,564600,1987,46.7
2023,11720,28669,38.9,128015,47820,9407,7489,1245,85.75,471600,2377,40.2
2023,11721,6620,49.6,206250,104509,2497,2338,98,95.98,704900,3220,20.8
2023,11722,38443,34.1,110365,33215,10824,7606,2271,77.01,407100,2094,39.8
2023,11724,2956,40.2,250001,94955,1059,926,51,94.78,1571600,2692,28.6
2023,11725,29050,42.6,168324,66761,9452,8525,664,92.77,643000,2358,37.6
2023,11726,21940,36.2,125691,40775,6492,4521,1581,74.09,451300,1913,31.2
2023,11727,29393,42.4,101515,50042,11851,7493,3773,66.51,410300,2504,33.1
2023,11729,26647,42.2,138350,54193,9104,7324,1337,84.56,496100,1889,32.3
2023,11730,14376,41.5,146190,62171,5230,4312,758,85.05,577600,2508,45.0
2023,11731,29891,46.5,158819,66622,11073,9786,931,91.31,622100,2261,23.9
2023,11732,3546,46.9,120707,73861,1504,964,501,65.80,753400,2782,31.7
2023,11733,17403,44.7,174931,81806,6547,5147,926,84.75,653100,2386,30.4
2023,11735,32778,40.8,146190,62391,11435,9145,2022,81.89,572000,2285,30.9
2023,11738,20246,35.1,139008,46030,5888,4438,1147,79.46,455000,2789,34.4
2023,11739,1191,52.7,133393,67981,508,443,19,95.89,840400,-666666666,-666666666.0
2023,11740,10699,42.8,161705,66679,3662,2942,708,80.60,686900,-666666666,39.1
2023,11741,26356,40.6,138417,54784,9310,6969,2029,77.45,504000,2434,28.0
2023,11742,13194,40.0,126563,52061,4610,3675,833,81.52,475600,2224,29.0
2023,11743,42423,45.4,173014,87345,16138,13931,1734,88.93,748200,2397,25.4
2023,11746,66883,43.8,158309,67856,22528,18416,3245,85.02,664900,1907,34.8
2023,11747,19826,50.3,154914,84886,7871,6664,911,87.97,747900,3501,34.1
2023,11749,3581,39.1,112435,47072,1324,1195,46,96.29,451700,1781,37.4
2023,11751,13152,46.6,116328,51927,5246,4177,833,83.37,501900,2238,51.0
2023,11752,8990,43.7,148538,56000,3180,2647,401,86.84,482300,2512,37.2
2023,11753,12729,43.7,185000,82888,4132,3329,609,84.54,950100,2628,34.4
2023,11754,17660,45.2,123406,61478,7078,5869,952,86.04,595300,1837,44.8
2023,11755,11953,43.1,120306,52190,4146,3246,806,80.11,558900,2197,37.9
2023,11756,42553,41.7,139901,50879,14169,13093,840,93.97,557300,2361,25.0
2023,11757,44571,40.4,128081,48184,15212,12096,2254,84.29,479500,2091,33.9
2023,11758,54741,44.3,157404,66458,19297,17588,1214,93.54,624800,2153,26.0
2023,11762,22447,42.7,170799,63685,7783,7510,117,98.47,623000,2886,22.5
2023,11763,30235,39.2,119286,43231,10001,8599,1003,89.55,435200,2327,44.0
2023,11764,12530,42.3,142344,57487,4605,3348,864,79.49,589400,1221,32.7
2023,11765,808,46.3,250001,155994,276,215,40,84.31,2000001,3501,51.0
2023,11766,11481,47.7,157564,64010,4040,3743,120,96.89,632900,3183,51.0
2023,11767,14495,44.6,148762,62378,4961,4458,440,91.02,615800,2029,38.3
2023,11768,21908,50.0,163435,81684,8581,7559,654,92.04,779700,2222,28.0
2023,11769,9031,49.9,128419,65037,3783,2895,462,86.24,585800,2344,51.0
2023,11770,124,48.5,101250,55912,1226,44,8,84.62,730800,-666666666,-666666666.0
2023,11771,10173,41.8,163134,92279,4048,2658,1042,71.84,921300,1961,33.4
2023,11772,45006,40.7,105246,51751,18478,12116,5130,70.25,450600,2015,32.2
2023,11776,23629,40.2,119480,49257,8707,6323,1742,78.40,462500,2220,40.8
2023,11777,9347,45.2,148519,77057,3893,2694,934,74.26,655900,2261,25.2
2023,11778,12919,38.9,119656,53672,5028,4481,287,93.98,410900,1948,41.3
2023,11779,38273,39.5,117684,46121,14145,9915,3176,75.74,465400,2103,31.9
2023,11780,15586,47.8,141576,74132,5907,4833,743,86.68,702900,2322,32.3
2023,11782,14537,44.1,144786,66433,6680,4111,1276,76.31,614300,2338,37.3
2023,11783,21588,41.4,164128,62392,7320,6614,476,93.29,626700,2806,32.3
2023,11784,25986,38.2,105268,41952,8759,7218,1223,85.51,435600,2273,37.8
2023,11786,6348,41.3,161250,56838,1951,1815,80,95.78,539900,1955,31.9
2023,11787,34656,46.9,141505,61831,12147,10223,1611,86.39,642200,2349,35.0
2023,11788,17092,42.6,148946,62396,5818,4661,920,83.52,635700,2689,30.9
2023,11789,7447,41.2,140665,51379,2888,2372,430,84.65,384300,2787,38.0
2023,11790,19934,23.0,157695,48130,4856,4036,467,89.63,590000,2652,38.6
2023,11791,25194,43.0,204357,86562,8316,7464,582,92.77,918900,3091,34.6
2023,11792,8562,43.2,147100,61680,3343,3008,36,98.82,557700,-666666666,-666666666.0
2023,11793,31497,42.2,168519,61228,10774,9974,456,95.63,633600,2169,24.7
2023,11794,1519,19.8,-666666666,4149,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,11795,25063,39.0,171068,66566,8166,7684,342,95.74,598800,2660,30.8
