year,zcta,total_population,median_age,median_household_income,per_capita_income,total_housing_units,owner_occupied_units,renter_occupied_units,homeownership_rate,median_home_value,median_gross_rent,rent_as_pct_of_income
2023,00601,16721,44.8,18571,9933,7356,3902,1709,69.54,89500,414,28.9
2023,00602,37510,46.0,21702,12478,17210,9443,3103,75.27,108200,465,27.0
2023,00603,48317,45.6,19243,14099,25262,11148,8389,57.06,141800,448,28.4
2023,00606,5435,48.7,20226,10501,2685,1438,433,76.86,100700,405,14.6
2023,00610,25413,45.2,23732,14055,12174,6415,2423,72.58,113600,553,27.5
2023,00611,1522,52.1,22566,14745,704,393,218,64.32,100300,471,29.9
2023,00612,62462,44.7,23831,14712,30340,14335,9103,61.16,112300,503,27.0
2023,00616,9836,48.1,21391,12182,4555,2424,1047,69.84,102700,623,24.6
2023,00617,22699,42.5,22010,14401,10226,6108,2471,71.20,121400,625,40.7
2023,00622,7950,48.7,26682,16479,7586,2320,821,73.86,115400,609,36.3
2023,00623,39005,46.3,25614,15762,20508,11678,3353,77.69,118200,576,33.2
2023,00624,21374,40.3,21091,12171,9120,5023,2278,68.80,88100,530,29.0
2023,00627,32753,45.1,26094,14617,14213,9065,2749,76.73,105500,574,29.6
2023,00631,1357,47.3,18295,9525,613,295,182,61.84,102900,336,18.6
2023,00636,1071,32.4,-666666666,5732,271,126,145,46.49,131700,385,28.6
2023,00637,22884,45.3,20665,13994,11140,5754,1801,76.16,99200,445,30.5
2023,00638,17410,45.9,20878,10067,7689,4200,1724,70.90,94500,404,28.9
2023,00641,23962,46.3,17839,10751,11295,5510,3437,61.58,101900,464,25.1
2023,00646,36099,42.6,33184,22410,16014,9636,2544,79.11,156900,688,25.2
2023,00647,4611,46.6,20357,10297,3282,1407,437,76.30,87500,433,40.9
2023,00650,13457,41.1,19811,10597,5982,3632,1628,69.05,104100,662,33.1
2023,00652,4492,43.5,31653,15723,1839,1217,366,76.88,128500,733,29.5
2023,00653,8665,45.2,15225,9383,5771,2569,1180,68.52,80400,326,30.8
2023,00656,17815,45.1,21511,11713,8347,4716,1727,73.20,84900,435,28.2
2023,00659,37203,45.6,27297,15301,16454,9498,3367,73.83,130000,598,29.7
2023,00660,15439,49.6,24829,15143,7511,4347,1653,72.45,115200,558,35.0
2023,00662,40705,44.5,20673,13181,19518,8945,5004,64.13,122300,555,30.6
2023,00664,14816,43.2,18065,9726,6385,2944,2018,59.33,105500,483,25.6
2023,00667,23116,48.4,18729,10944,12153,5871,2376,71.19,103300,492,26.3
2023,00669,27534,44.9,19198,10838,12323,6733,3641,64.90,102700,496,32.2
2023,00670,8553,44.4,16278,9761,4005,2043,734,73.57,89600,355,35.7
2023,00674,39288,44.8,20039,14168,18819,10811,4060,72.70,115300,551,32.6
2023,00676,36836,42.3,21230,14521,16207,8324,4650,64.16,116500,506,29.4
2023,00677,15432,49.5,24746,15737,9296,4112,1543,72.71,154600,626,32.9
2023,00678,24848,45.3,22994,12270,11642,5934,2805,67.90,109600,525,26.3
2023,00680,42817,45.8,17857,13297,25228,9475,8109,53.88,101300,463,36.6
2023,00682,29939,38.1,18067,15854,16346,5623,6571,46.11,116800,448,32.6
2023,00683,29431,47.5,18231,12687,14959,7306,3560,67.24,100600,466,30.5
2023,00685,40323,46.0,17909,11626,18832,10248,4277,70.55,110000,470,31.5
2023,00687,28534,42.0,23010,12646,12266,7040,2986,70.22,113800,572,29.6
2023,00688,10985,42.6,18014,12886,5175,2450,1454,62.76,99500,546,30.0
2023,00690,6275,35.1,24386,11464,2567,1248,890,58.37,139500,595,22.7
2023,00692,32717,41.7,25486,18048,15286,8561,3978,68.27,136500,667,29.7
2023,00693,55725,44.3,24072,15622,26376,15690,5292,74.78,117900,600,28.8
2023,00694,125,76.5,15938,31109,110,68,0,100.00,-666666666,-666666666,-666666666.0
2023,00698,32945,46.2,21921,12845,17016,9186,3224,74.02,99100,521,28.3
2023,00703,24642,43.9,22147,14374,11086,5974,3083,65.96,129800,461,27.8
2023,00704,6433,35.5,23330,12842,3439,1905,556,77.41,95500,645,23.6
2023,00705,24475,46.8,21806,13708,10320,6995,2347,74.88,120700,505,27.9
2023,00707,10400,48.3,19173,10874,4980,2944,1002,74.61,106300,498,34.0
2023,00714,15573,42.9,18931,13707,8087,4885,1479,76.76,95200,466,32.5
2023,00715,2003,54.6,15743,9360,1145,616,188,76.62,80000,671,27.7
2023,00716,27705,44.5,19522,16725,14174,7373,4453,62.35,119800,511,31.5
2023,00717,14651,47.4,13282,12521,8946,3252,3386,48.99,111000,492,40.7
2023,00718,23174,39.6,21481,12019,11166,5984,2202,73.10,105700,525,34.5
2023,00719,29732,43.5,21089,11867,11156,6277,2830,68.93,105900,484,37.9
2023,00720,20974,41.4,19049,9967,8646,4621,1992,69.88,96200,482,31.3
2023,00723,15835,48.5,23599,12454,8106,4238,1813,70.04,89000,515,30.9
2023,00725,76246,45.3,27505,19537,37026,19989,11132,64.23,139900,558,32.7
2023,00727,53412,43.2,33403,22118,23294,14642,5917,71.22,147800,821,34.3
2023,00728,37322,39.8,20351,12908,15813,9962,3297,75.13,108500,517,34.8
2023,00729,47653,42.4,28765,17848,20273,12888,4381,74.63,117500,606,29.1
2023,00730,31976,47.1,18077,13452,17177,8946,4420,66.93,100700,496,32.0
2023,00731,10221,47.8,16917,11718,5152,2969,772,79.36,86800,426,32.9
2023,00735,11159,46.8,23009,14415,7242,3047,1084,73.76,110400,522,29.2
2023,00736,45528,45.3,28652,18060,21650,11302,6793,62.46,142300,546,26.4
2023,00738,29797,44.7,25365,16355,17735,8429,3707,69.45,118800,617,32.5
2023,00739,34595,43.1,26801,15406,14526,8566,4146,67.39,138400,547,27.2
2023,00740,1959,35.8,23173,10622,944,358,369,49.24,103600,531,31.9
2023,00741,3733,43.5,25827,12971,1907,1093,284,79.38,95600,633,32.9
2023,00745,47077,44.4,26980,15362,23062,12130,4527,72.82,129800,580,39.0
2023,00751,19596,45.2,20947,12361,10009,6077,1773,77.41,89600,449,24.4
2023,00754,36822,44.1,21193,13400,15918,9963,3622,73.34,115000,552,36.5
2023,00757,19974,41.0,23350,15954,9114,5755,1624,77.99,106400,486,29.2
2023,00765,8147,46.3,17531,9346,5242,1836,827,68.94,113100,424,24.5
2023,00766,21829,43.4,24906,13461,9286,6001,1623,78.71,102900,519,27.5
2023,00767,30453,46.3,21414,11982,14320,8501,3438,71.20,96600,500,36.7
2023,00769,33953,45.3,20514,12626,15954,9831,3097,76.04,103600,518,37.1
2023,00771,35165,42.9,25662,15517,15089,9606,2848,77.13,120700,493,32.1
2023,00772,16961,43.2,18408,11084,8686,4169,2266,64.79,99600,439,34.3
2023,00773,17631,45.0,23769,14463,10417,4675,2063,69.38,125200,532,31.0
2023,00775,1281,42.0,27614,18319,1449,283,145,66.12,168200,548,28.0
2023,00777,37243,40.4,28175,15407,16346,9807,3772,72.22,116800,589,32.9
2023,00778,40391,41.6,39564,25107,17384,11737,3448,77.29,160200,674,28.2
2023,00780,13612,39.9,26483,16250,5405,4049,657,86.04,121500,745,28.5
2023,00782,18397,41.8,17090,10832,7263,3328,2067,61.69,107800,490,34.6
2023,00783,34266,42.6,24429,12600,13271,8149,2654,75.43,118300,527,27.4
2023,00784,35405,41.0,20347,12952,18024,10487,4261,71.11,104000,443,25.0
2023,00786,135,61.2,-666666666,10366,97,73,0,100.00,-666666666,-666666666,-666666666.0
2023,00791,45912,47.3,25925,16784,24649,12828,4455,74.22,120000,526,27.8
2023,00794,28450,40.2,22128,13115,11203,6421,2953,68.50,119800,504,26.6
2023,00795,43212,42.4,23391,12697,17913,11433,3368,77.24,102200,522,31.0
2023,00901,6762,50.7,25810,37634,4325,1375,1814,43.12,386900,646,32.7
2023,00906,46,46.0,-666666666,85107,75,30,0,100.00,-666666666,-666666666,-666666666.0
2023,00907,15911,52.6,42116,52479,12722,5217,3089,62.81,323600,1020,34.5
2023,00909,5466,41.6,26066,26078,3982,1116,1509,42.51,199100,719,38.9
2023,00911,7430,48.0,44008,55139,5699,1968,1917,50.66,384900,740,28.3
2023,00912,6219,45.5,29418,25104,3728,1468,1373,51.67,139600,698,39.0
2023,00913,6700,30.3,6229,18159,3825,510,2534,16.75,431000,268,32.7
2023,00915,24484,43.3,14502,10999,15402,4274,6311,40.38,109600,517,39.1
2023,00917,18216,49.3,19516,16631,11607,3951,4282,47.99,124800,558,37.4
2023,00918,16379,44.9,36872,35980,10830,3830,4240,47.46,216600,628,30.0
2023,00920,16403,45.6,29914,20442,8916,3823,3296,53.70,151000,753,33.5
2023,00921,34197,41.8,21797,16395,17234,6320,7780,44.82,147800,605,33.8
2023,00923,24826,43.7,18482,14247,13917,4712,5828,44.71,114600,517,38.3
2023,00924,47800,41.6,22433,15413,24796,10294,9820,51.18,136800,537,33.3
2023,00925,4777,44.7,14940,16364,4627,461,1939,19.21,142900,581,51.0
2023,00926,93308,46.3,39543,27739,45119,27602,10159,73.10,189400,717,27.1
2023,00927,13675,48.4,39838,36742,7525,3321,2840,53.90,223000,543,23.4
2023,00934,80,35.2,-666666666,,37,0,20,0.00,-666666666,-666666666,-666666666.0
2023,00949,66714,42.4,33380,18361,31444,18940,7163,72.56,141900,724,27.1
2023,00950,0,-666666666.0,-666666666,-666666666,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,00951,399,43.6,22222,11942,266,57,113,33.53,87100,573,27.1
2023,00952,8488,51.2,21960,14304,4254,2209,1175,65.28,117800,521,32.4
2023,00953,66475,41.4,33888,18337,26777,18841,4229,81.67,154600,752,40.1
2023,00956,67050,43.3,28674,16795,31649,18340,7883,69.94,134800,645,36.4
2023,00957,40357,44.3,29663,16751,18283,11591,4109,73.83,136600,680,32.9
2023,00959,46409,44.8,31400,18829,22391,12349,6370,65.97,149700,666,37.1
2023,00960,3340,37.4,-666666666,1819,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,00961,28891,46.3,37015,23205,13214,8175,3314,71.16,165200,736,29.8
2023,00962,19213,42.7,20134,12559,9644,4278,3482,55.13,118700,537,28.9
2023,00965,5886,43.2,16516,9744,2646,1283,801,61.56,102200,538,22.4
2023,00966,17715,45.5,56421,41421,8380,5124,1993,72.00,286200,1095,30.4
2023,00968,3488,57.1,60353,54622,2285,1415,488,74.36,206900,1027,24.3
2023,00969,41619,45.3,58205,36057,18550,11619,4645,71.44,250900,963,28.2
2023,00971,25499,49.7,32098,20894,11849,6787,3024,69.18,161600,651,27.4
2023,00976,61306,44.7,38087,21523,27486,17539,6311,73.54,161200,605,28.3
2023,00979,15597,54.0,35521,32637,12140,5328,2873,64.97,189100,990,31.8
2023,00982,13839,42.5,26550,14974,7395,3591,2195,62.06,139400,706,35.4
2023,00983,31583,43.6,33930,19777,16240,8561,4445,65.82,156400,601,29.1
2023,00985,31783,48.3,35012,18177,15006,8441,4181,66.88,144900,554,28.1
2023,00987,55039,41.7,40295,21570,24054,15883,4889,76.46,151400,778,28.0
2023,01001,16136,45.9,71924,42423,7033,4964,1849,72.86,270300,1305,25.0
2023,01002,24726,27.0,69411,43548,11089,4729,4986,48.68,449000,1561,41.1
2023,01003,12458,19.7,-666666666,5383,85,0,34,0.00,-666666666,2667,43.3
2023,01005,4786,41.5,97390,39385,1876,1367,321,80.98,328500,1603,51.0
2023,01007,15406,43.9,99056,46109,6569,5409,1020,84.13,350400,1301,28.7
2023,01008,1324,50.6,90625,45348,655,552,33,94.36,279500,954,20.3
2023,01009,790,31.2,70763,35713,367,210,157,57.22,275800,1305,23.4
2023,01010,3694,44.8,101477,54340,1643,1292,187,87.36,379700,786,39.7
2023,01011,1205,46.0,87012,37729,622,371,75,83.18,280900,1134,14.6
2023,01012,387,49.4,75526,36078,219,124,40,75.61,350000,895,35.3
2023,01013,22950,39.2,64039,34418,10309,4914,4635,51.46,249300,1005,28.5
2023,01020,30230,43.8,70971,37714,14154,8110,5468,59.73,259100,1153,31.0
2023,01022,2045,43.3,56307,32966,1069,824,245,77.08,169700,1878,40.8
2023,01026,1005,55.1,98438,44751,590,379,64,85.55,283600,1023,18.8
2023,01027,17678,47.5,73657,45113,9221,5350,3226,62.38,348300,1195,28.5
2023,01028,16283,42.9,100997,50004,6051,5059,798,86.38,344100,1229,29.4
2023,01029,652,57.9,99188,67302,981,286,19,93.77,469400,-666666666,-666666666.0
2023,01030,12374,46.5,92485,48298,5199,3725,1254,74.81,315900,1124,26.2
2023,01031,1715,35.9,58125,34862,734,364,333,52.22,237700,1164,37.2
2023,01032,503,55.7,79583,43521,321,219,28,88.66,319200,1281,37.7
2023,01033,6088,47.9,110188,60649,2768,2401,138,94.56,319600,-666666666,45.3
2023,01034,2100,49.6,103603,55380,1245,813,64,92.70,331300,1804,22.1
2023,01035,5299,47.5,117580,60820,2293,1703,590,74.27,453300,1682,23.1
2023,01036,4937,52.8,110703,50922,2025,1902,63,96.79,345200,-666666666,51.0
2023,01037,486,63.9,84022,53470,272,232,14,94.31,408600,-666666666,-666666666.0
2023,01038,2534,47.2,112083,57308,1119,834,228,78.53,450200,1458,30.9
2023,01039,1660,53.1,115114,56602,703,610,83,88.02,413800,1513,31.4
2023,01040,37949,39.1,51892,31189,17057,6451,9073,41.56,255300,1016,29.8
2023,01050,2573,46.0,96328,42932,1166,878,141,86.16,282400,1302,27.0
2023,01053,2033,54.3,88646,45341,820,607,184,76.74,345600,1677,23.9
2023,01054,1704,51.3,113750,62211,797,628,86,87.96,444700,1339,38.4
2023,01056,20846,44.3,78981,42015,8984,6326,2176,74.41,303900,1250,29.7
2023,01057,8200,49.0,90436,46484,3656,2880,563,83.65,312100,880,30.6
2023,01060,15237,40.9,75077,50916,7875,3395,4086,45.38,427100,1460,31.1
2023,01062,9188,50.6,87800,55855,4481,3199,1017,75.88,389000,1016,35.7
2023,01063,2121,20.0,250001,8646,11,0,6,0.00,-666666666,-666666666,-666666666.0
2023,01066,115,49.4,-666666666,16546,60,60,0,100.00,409100,-666666666,-666666666.0
2023,01068,1623,50.1,96207,47978,697,573,67,89.53,379600,1208,18.8
2023,01069,9077,53.1,79725,44786,4192,2988,1048,74.03,251300,929,31.1
2023,01070,593,49.8,72083,45311,331,230,17,93.12,271100,1063,20.5
2023,01071,1219,47.5,107292,54988,624,478,58,89.18,287000,950,24.5
2023,01072,1447,53.3,103188,49614,703,553,52,91.40,321400,1500,26.9
2023,01073,6212,47.3,125534,59434,2552,2207,257,89.57,426900,741,27.2
2023,01074,749,34.5,76859,31189,281,42,189,18.18,-666666666,1032,13.6
2023,01075,17410,43.6,93646,54140,7597,5573,1673,76.91,324800,1264,25.4
2023,01077,9222,48.2,108833,50685,4159,3096,714,81.26,375700,1343,30.8
2023,01079,282,53.7,-666666666,29950,138,96,42,69.57,283300,-666666666,-666666666.0
2023,01080,2308,49.3,87188,45701,1097,590,417,58.59,254800,1115,21.3
2023,01081,1704,41.4,87337,44337,831,616,62,90.86,275400,1263,23.8
2023,01082,10418,44.5,71023,37542,5021,3476,1171,74.80,271200,1049,31.6
2023,01083,2746,37.2,92558,39722,1171,695,413,62.73,375200,-666666666,31.0
2023,01084,101,51.9,91667,65396,84,44,6,88.00,328600,-666666666,-666666666.0
2023,01085,41466,39.2,83821,40828,17054,10975,5019,68.62,296300,1064,29.1
2023,01088,654,31.5,53472,36042,335,185,140,56.92,383300,1161,27.0
2023,01089,28635,39.4,70401,41433,13095,7374,5224,58.53,307900,1121,31.8
2023,01092,1123,43.7,70938,57072,637,332,252,56.85,326000,875,18.8
2023,01093,149,68.8,-666666666,73452,101,98,0,100.00,425600,-666666666,-666666666.0
2023,01094,64,43.2,109000,29645,16,16,0,100.00,433300,-666666666,-666666666.0
2023,01095,14615,44.4,124682,57650,5678,4853,524,90.25,383200,972,28.8
2023,01096,2566,47.7,105729,53903,1214,929,142,86.74,356800,1393,29.4
2023,01097,45,39.5,-666666666,14064,36,5,9,35.71,-666666666,-666666666,-666666666.0
2023,01098,1019,59.7,93000,53842,628,463,33,93.35,355000,592,29.4
2023,01103,2336,35.9,21458,33500,1728,130,1420,8.39,148000,1053,31.5
2023,01104,21745,34.6,47530,26124,9562,4074,4770,46.07,210800,1004,33.7
2023,01105,11469,30.9,22994,17301,5554,553,4343,11.29,238400,976,36.9
2023,01106,15961,45.1,143961,69046,6091,5333,555,90.57,423800,2056,33.7
2023,01107,12270,27.7,31969,20475,4534,1299,2865,31.20,215500,963,33.9
2023,01108,27409,34.0,51851,27143,11332,4986,5566,47.25,219500,1224,43.6
2023,01109,31418,29.1,46821,22204,10786,4476,5270,45.93,203100,1112,37.2
2023,01118,15009,38.2,80906,36847,5787,4415,1215,78.42,243800,1220,26.8
2023,01119,14059,37.0,59172,30312,5517,4010,1211,76.81,222900,1181,31.7
2023,01128,3252,38.8,92125,41121,1117,1056,61,94.54,246200,-666666666,-666666666.0
2023,01129,5993,43.5,92500,44785,2699,2056,526,79.63,239200,1325,30.5
2023,01144,0,-666666666.0,-666666666,-666666666,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,01151,9627,35.2,57113,26701,3959,1628,1978,45.15,219800,1239,28.8
2023,01201,45072,43.3,68879,44001,22566,12587,7612,62.31,236500,1098,32.2
2023,01220,8106,49.6,56285,37061,4563,2517,1564,61.68,199800,930,35.2
2023,01222,611,42.7,84583,39942,240,232,0,100.00,312700,-666666666,-666666666.0
2023,01223,2588,52.1,82773,52353,2153,1146,55,95.42,352200,1488,23.3
2023,01224,201,38.9,-666666666,65533,88,77,11,87.50,275900,-666666666,-666666666.0
2023,01225,3234,51.0,72028,41797,1612,1323,190,87.44,237000,1309,20.0
2023,01226,6304,51.0,81168,48348,3013,2139,692,75.56,289300,830,19.9
2023,01229,213,60.0,-666666666,56496,110,66,21,75.86,531300,-666666666,-666666666.0
2023,01230,8813,49.6,82871,57712,5025,2737,915,74.95,479200,1286,30.7
2023,01235,2456,49.4,76699,39720,1433,899,170,84.10,266200,1015,24.6
2023,01236,1593,50.8,91172,61073,789,491,159,75.54,481300,-666666666,51.0
2023,01237,2269,53.1,84419,43988,1431,952,40,95.97,278100,1153,25.4
2023,01238,5893,53.1,74469,53252,3069,2132,579,78.64,332100,1255,36.1
2023,01240,5024,56.9,99745,62047,3029,1635,654,71.43,480800,1060,31.5
2023,01242,165,53.4,-666666666,13825,98,41,0,100.00,-666666666,-666666666,-666666666.0
2023,01243,196,57.7,89063,57977,109,86,0,100.00,288100,-666666666,-666666666.0
2023,01244,243,57.8,59655,37790,167,103,9,91.96,584200,-666666666,-666666666.0
2023,01245,828,63.6,113750,69203,826,307,15,95.34,602900,-666666666,-666666666.0
2023,01247,14967,44.9,55544,36775,7859,3903,2820,58.05,190600,786,35.3
2023,01253,903,51.6,108068,61152,661,323,80,80.15,339200,-666666666,-666666666.0
2023,01254,962,62.2,113304,97115,569,412,19,95.59,555300,928,15.8
2023,01255,850,56.0,85417,44330,614,323,12,96.42,331300,1225,51.0
2023,01256,733,50.0,55000,39204,410,339,27,92.62,267200,731,37.5
2023,01257,2331,55.0,80227,64916,1238,764,298,71.94,432100,1161,27.1
2023,01258,191,52.5,127813,55275,213,77,8,90.59,593800,-666666666,-666666666.0
2023,01259,778,43.8,125795,56232,406,254,30,89.44,456400,3114,23.0
2023,01260,20,-666666666.0,-666666666,,174,9,0,100.00,-666666666,-666666666,-666666666.0
2023,01262,1652,64.5,142679,81122,1456,508,154,76.74,556000,777,40.6
2023,01264,184,63.5,85313,62546,150,68,17,80.00,666700,1071,31.4
2023,01266,919,57.5,98828,93939,798,403,51,88.77,481600,1471,29.4
2023,01267,7985,34.1,98750,47760,3440,2002,722,73.49,438100,1280,30.6
2023,01270,1002,44.7,104961,56308,440,387,12,96.99,350400,-666666666,-666666666.0
2023,01301,17876,44.2,54347,34184,8761,4553,3738,54.91,253800,1098,35.4
2023,01330,1711,59.4,81691,48898,915,704,130,84.41,368400,957,51.0
2023,01331,13865,42.7,68345,32233,6050,4055,1370,74.75,257300,1041,33.9
2023,01337,2515,50.7,79274,42014,1176,888,190,82.37,312300,997,27.3
2023,01338,79,60.9,-666666666,45881,47,43,4,91.49,254400,-666666666,-666666666.0
2023,01339,1361,54.5,72841,50266,799,534,81,86.83,307600,1089,34.9
2023,01340,1807,49.7,82578,45338,1001,672,139,82.86,268100,1081,14.0
2023,01341,1605,54.6,93250,53747,760,633,67,90.43,376500,1696,22.5
2023,01342,1313,41.4,100917,43523,533,297,150,66.44,363100,1631,30.8
2023,01343,190,46.3,84271,42482,81,61,20,75.31,265000,1250,25.0
2023,01344,1639,40.9,74550,39145,751,525,160,76.64,241500,992,30.3
2023,01346,453,60.0,111150,61134,363,223,9,96.12,285200,-666666666,-666666666.0
2023,01347,114,40.5,72500,54767,72,34,38,47.22,166300,-666666666,-666666666.0
2023,01349,753,47.8,69712,34190,358,254,104,70.95,273500,1353,23.4
2023,01350,115,60.5,64375,59764,63,43,12,78.18,147900,-666666666,-666666666.0
2023,01351,2644,40.6,99375,38954,1041,758,240,75.95,308400,1552,45.7
2023,01354,1831,43.6,90000,44305,674,510,148,77.51,323900,1337,35.8
2023,01355,963,55.8,80327,40920,460,349,50,87.47,357400,1180,46.1
2023,01360,2875,48.8,102470,50897,1415,1122,149,88.28,337200,1189,35.6
2023,01364,7668,43.5,54061,28922,3435,2086,1013,67.31,226000,745,29.1
2023,01366,1173,55.5,107656,47450,533,420,43,90.71,375000,1214,25.9
2023,01367,574,43.8,89375,38386,290,192,25,88.48,271100,1536,17.5
2023,01368,1497,47.3,101875,39802,618,494,51,90.64,325200,1031,51.0
2023,01370,3641,54.0,76715,42281,1945,1117,592,65.36,334000,1057,28.2
2023,01373,4784,53.2,102578,60727,2344,1881,420,81.75,387500,1351,20.0
2023,01375,3653,34.7,61442,40222,1930,720,1068,40.27,391200,1613,44.0
2023,01376,5032,45.0,57857,35292,2471,1223,1073,53.27,237800,1147,33.2
2023,01378,861,48.8,95000,46555,432,338,40,89.42,301400,1375,27.6
2023,01379,742,50.3,68750,41045,338,275,51,84.36,271300,1726,41.8
2023,01380,32,31.3,70893,52963,38,15,0,100.00,129200,-666666666,-666666666.0
2023,01420,41677,37.5,70334,36718,17998,9571,7362,56.52,294600,1131,29.7
2023,01430,6450,41.0,115146,46141,2892,2258,108,95.44,369700,-666666666,51.0
2023,01431,3188,50.2,110536,55297,1308,1191,73,94.22,362200,969,23.1
2023,01432,8124,39.8,105142,56876,3770,2471,1039,70.40,419800,1373,27.2
2023,01434,1889,46.4,109651,30963,349,230,98,70.12,472100,1286,36.3
2023,01436,3720,35.1,88421,33351,1331,983,297,76.80,308100,1109,51.0
2023,01438,192,56.2,-666666666,47037,119,97,22,81.51,243300,-666666666,-666666666.0
2023,01440,21298,43.7,63526,34495,9600,5159,3862,57.19,270500,1071,29.5
2023,01450,11228,40.5,189355,75886,3773,3278,381,89.59,673500,1521,30.0
2023,01451,5359,41.3,206607,101675,1939,1644,163,90.98,849200,1387,33.4
2023,01452,4339,40.9,102344,44441,1639,1484,146,91.04,342100,898,28.6
2023,01453,43635,41.7,82098,45076,18895,11384,6764,62.73,345900,1282,30.2
2023,01460,10150,43.1,146250,64913,3858,3074,563,84.52,633000,1542,31.7
2023,01462,11822,42.4,109884,50853,4711,3691,847,81.34,442900,1784,27.5
2023,01463,11693,42.5,126824,56602,4516,3593,729,83.13,459800,1303,25.9
2023,01464,7017,44.3,121875,48541,2512,1978,426,82.28,412700,1189,28.8
2023,01468,4157,43.8,110938,48621,1823,1520,117,92.85,358700,1308,18.9
2023,01469,6803,40.4,113162,48392,2707,2242,417,84.32,385200,1121,28.0
2023,01473,8289,47.6,101161,52457,3469,2866,409,87.51,394000,1643,35.8
2023,01474,2249,50.1,130156,46643,777,643,134,82.75,427600,2368,28.8
2023,01475,10194,40.7,85638,39454,4095,2955,825,78.17,294900,1245,30.1
2023,01501,16780,45.5,101929,50080,7040,5465,1357,80.11,363400,1241,29.1
2023,01503,3311,50.4,122411,64003,1502,1155,292,79.82,566800,1432,26.3
2023,01504,9211,44.0,98986,50874,4079,2927,1042,73.75,394600,1157,32.4
2023,01505,4896,47.5,124732,71483,1964,1543,389,79.87,578700,1833,33.5
2023,01506,3442,51.5,71875,44865,1546,1247,226,84.66,313200,1043,20.4
2023,01507,13359,43.5,119809,53336,5240,4136,841,83.10,405200,1215,24.8
2023,01510,15430,37.0,93849,45652,7017,3526,3137,52.92,348000,1353,23.5
2023,01515,2120,52.1,76382,42386,1014,742,163,81.99,342400,997,21.2
2023,01516,9287,44.4,147859,62124,3558,2779,544,83.63,436700,1537,30.6
2023,01518,2835,39.0,111193,58296,1291,898,349,72.01,410100,1051,30.5
2023,01519,7738,39.9,153750,64440,2724,2177,547,79.92,573200,2266,30.7
2023,01520,16864,41.4,147582,57294,5946,5071,875,85.28,444300,1578,25.9
2023,01521,2576,49.5,86806,49709,1524,1117,47,95.96,288700,1750,17.5
2023,01522,3021,42.6,118824,48960,1199,984,194,83.53,386100,1100,17.9
2023,01523,8470,42.7,130444,49297,2970,2442,502,82.95,467400,1985,38.0
2023,01524,6110,42.0,93191,40748,2448,2037,192,91.39,390800,1055,26.0
2023,01525,0,-666666666.0,-666666666,-666666666,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,01527,13899,43.3,116000,49530,5603,3910,1382,73.89,415600,1507,26.3
2023,01529,3156,46.6,115789,49560,1262,1082,140,88.54,418000,1275,24.9
2023,01531,925,49.6,99375,46536,396,326,54,85.79,387200,1094,46.9
2023,01532,15694,44.7,174358,79529,5913,4881,834,85.41,598500,2087,37.1
2023,01534,6097,47.3,134539,62236,2515,1926,481,80.02,451800,1170,19.6
2023,01535,4739,47.5,81010,45296,2163,1355,542,71.43,316500,973,26.2
2023,01536,7119,43.2,105795,52781,3230,2321,700,76.83,450500,-666666666,33.6
2023,01537,1821,32.5,94261,39718,779,497,238,67.62,338000,1223,19.3
2023,01540,11521,43.1,118389,44917,4337,3466,679,83.62,346000,1135,51.0
2023,01541,3500,48.9,150577,73647,1409,1262,62,95.32,496400,921,47.5
2023,01542,2572,46.8,107674,49239,1052,915,131,87.48,380300,1571,21.6
2023,01543,9202,40.4,155504,52518,3257,2736,355,88.52,439200,998,28.3
2023,01545,38440,40.5,136225,67401,15318,10462,4046,72.11,555500,2046,26.5
2023,01550,17806,40.6,59397,33664,7644,3213,4043,44.28,267000,1157,34.3
2023,01560,4914,38.8,98884,53899,2028,1116,839,57.08,442900,1364,26.1
2023,01561,0,-666666666.0,-666666666,-666666666,50,0,0,NaN,-666666666,-666666666,-666666666.0
2023,01562,11961,48.9,79086,43794,5788,3345,1790,65.14,368300,1085,29.9
2023,01564,8111,51.0,136027,69535,3298,2882,401,87.79,467400,1606,29.6
2023,01566,7054,49.3,135802,58696,3041,2570,214,92.31,393000,1677,26.1
2023,01568,7926,46.1,161429,68545,2947,2590,288,89.99,558600,-666666666,31.3
2023,01569,14127,42.3,122458,53336,5523,4359,1075,80.22,417900,1480,19.7
2023,01570,17674,40.0,68934,38779,8211,4331,3137,57.99,339600,1135,30.4
2023,01571,11886,40.3,85179,37153,4295,3012,1243,70.79,372400,1188,28.8
2023,01581,21591,39.0,134474,68311,8407,4895,3170,60.69,637900,2038,27.1
2023,01583,7516,46.0,100427,53911,2946,2332,582,80.03,399700,1248,24.6
2023,01585,4942,55.8,70753,41300,2432,1750,421,80.61,319800,1153,25.5
2023,01588,10357,40.3,88735,47571,4553,2613,1737,60.07,413600,1263,24.4
2023,01590,9287,44.7,155938,66286,3359,2792,428,86.71,526400,1167,17.6
2023,01602,25791,39.8,94351,45170,10483,5995,3957,60.24,380800,1471,29.9
2023,01603,21034,35.4,63646,32659,8504,3935,4198,48.38,287800,1339,32.9
2023,01604,39988,38.1,72911,39996,18166,7272,9503,43.35,321900,1570,28.8
