period_date,cbsa_code,total_nonfarm_employment,employment_yoy
2024-09-01,33500,27425,
2024-12-01,33500,27030,
2025-03-01,33500,26485,
2025-06-01,33500,27770,-0.86
2016-03-01,33540,48007,
2016-06-01,33540,50002,
2016-09-01,33540,50127,
2016-12-01,33540,49664,
2017-03-01,33540,49100,
2017-06-01,33540,51395,2.79
2017-09-01,33540,51161,2.06
2017-12-01,33540,50933,2.56
2018-03-01,33540,50203,2.25
2018-06-01,33540,52661,2.46
2018-09-01,33540,52261,2.15
2018-12-01,33540,51649,1.41
2019-03-01,33540,50593,0.78
2019-06-01,33540,53050,0.74
2019-09-01,33540,52924,1.27
2019-12-01,33540,52310,1.28
2020-03-01,33540,51150,
2020-06-01,33540,49408,-6.87
2020-09-01,33540,50248,-5.06
2020-12-01,33540,50191,-4.05
2021-03-01,33540,49826,
2021-06-01,33540,52560,6.38
2021-09-01,33540,52176,3.84
2021-12-01,33540,52319,4.24
2022-03-01,33540,52119,4.6
2022-06-01,33540,53948,2.64
2022-09-01,33540,54164,3.81
2022-12-01,33540,53735,2.71
2023-03-01,33540,53976,3.56
2023-06-01,33540,56692,5.09
2023-09-01,33540,55519,2.5
2023-12-01,33540,54831,2.04
2024-03-01,33540,54860,
2024-06-01,33540,58249,2.75
2024-09-01,33540,57243,3.11
2024-12-01,33540,56178,2.46
2025-03-01,33540,55231,
2025-06-01,33540,57932,-0.54
2016-03-01,33660,143809,
2016-06-01,33660,145633,
2016-09-01,33660,145075,
2016-12-01,33660,145340,
2017-03-01,33660,145379,
2017-06-01,33660,145783,0.1
2017-09-01,33660,146197,0.77
2017-12-01,33660,147665,1.6
2018-03-01,33660,145531,0.1
2018-06-01,33660,147286,1.03
2018-09-01,33660,147387,0.81
2018-12-01,33660,150168,1.7
2019-03-01,33660,147107,1.08
2019-06-01,33660,147533,0.17
2019-09-01,33660,148256,0.59
2019-12-01,33660,150036,-0.09
2020-03-01,33660,147135,
2020-06-01,33660,137622,-6.72
2020-09-01,33660,139894,-5.64
2020-12-01,33660,142732,-4.87
2021-03-01,33660,144172,
2021-06-01,33660,146855,6.71
2021-09-01,33660,147820,5.67
2021-12-01,33660,150405,5.38
2022-03-01,33660,147420,2.25
2022-06-01,33660,148221,0.93
2022-09-01,33660,149582,1.19
2022-12-01,33660,150715,0.21
2023-03-01,33660,147575,0.11
2023-06-01,33660,148382,0.11
2023-09-01,33660,148412,-0.78
2023-12-01,33660,147189,-2.34
2024-03-01,33660,147266,
2024-06-01,33660,148368,-0.01
2024-09-01,33660,148077,-0.23
2024-12-01,33660,149591,1.63
2025-03-01,33660,147197,
2025-06-01,33660,148093,-0.19
2016-03-01,33700,149598,
2016-06-01,33700,156087,
2016-09-01,33700,162270,
2016-12-01,33700,154573,
2017-03-01,33700,153883,
2017-06-01,33700,159672,2.3
2017-09-01,33700,162557,0.18
2017-12-01,33700,158744,2.7
2018-03-01,33700,156809,1.9
2018-06-01,33700,162177,1.57
2018-09-01,33700,166889,2.66
2018-12-01,33700,160674,1.22
2019-03-01,33700,158858,1.31
2019-06-01,33700,164194,1.24
2019-09-01,33700,168342,0.87
2019-12-01,33700,162442,1.1
2020-03-01,33700,161571,
2020-06-01,33700,153886,-6.28
2020-09-01,33700,159588,-5.2
2020-12-01,33700,156043,-3.94
2021-03-01,33700,156246,
2021-06-01,33700,160698,4.43
2021-09-01,33700,165326,3.6
2021-12-01,33700,163821,4.98
2022-03-01,33700,164812,5.48
2022-06-01,33700,167037,3.94
2022-09-01,33700,170982,3.42
2022-12-01,33700,164747,0.57
2023-03-01,33700,161709,-1.88
2023-06-01,33700,168225,0.71
2023-09-01,33700,171428,0.26
2023-12-01,33700,165484,0.45
2024-03-01,33700,163317,
2024-06-01,33700,166848,-0.82
2024-09-01,33700,171919,0.29
2024-12-01,33700,165810,0.2
2025-03-01,33700,163275,
2025-06-01,33700,167529,0.41
2016-03-01,33740,65035,
2016-06-01,33740,65306,
2016-09-01,33740,65308,
2016-12-01,33740,64994,
2017-03-01,33740,64338,
2017-06-01,33740,65015,-0.45
2017-09-01,33740,64303,-1.54
2017-12-01,33740,65317,0.5
2018-03-01,33740,64525,0.29
2018-06-01,33740,65027,0.02
2018-09-01,33740,64399,0.15
2018-12-01,33740,64528,-1.21
2019-03-01,33740,63873,-1.01
2019-06-01,33740,64022,-1.55
2019-09-01,33740,63351,-1.63
2019-12-01,33740,63659,-1.35
2020-03-01,33740,62658,
2020-06-01,33740,58508,-8.61
2020-09-01,33740,60087,-5.15
2020-12-01,33740,61178,-3.9
2021-03-01,33740,60602,
2021-06-01,33740,61447,5.02
2021-09-01,33740,61022,1.56
2021-12-01,33740,62325,1.87
2022-03-01,33740,62392,2.95
2022-06-01,33740,63167,2.8
2022-09-01,33740,63618,4.25
2022-12-01,33740,63976,2.65
2023-03-01,33740,64004,2.58
2023-06-01,33740,64242,1.7
2023-09-01,33740,63513,-0.17
2023-12-01,33740,63626,-0.55
2024-03-01,33740,74124,
2024-06-01,33740,74118,15.37
2024-09-01,33740,74194,16.82
2024-12-01,33740,74764,17.51
2025-03-01,33740,73913,
2025-06-01,33740,74864,1.01
2016-03-01,33780,35188,
2016-06-01,33780,36651,
2016-09-01,33780,36287,
2016-12-01,33780,35679,
2017-03-01,33780,35393,
2017-06-01,33780,36172,-1.31
2017-09-01,33780,35966,-0.88
2017-12-01,33780,35420,-0.73
2018-03-01,33780,34742,-1.84
2018-06-01,33780,35833,-0.94
2018-09-01,33780,36026,0.17
2018-12-01,33780,35137,-0.8
2019-03-01,33780,34010,-2.11
2019-06-01,33780,35349,-1.35
2019-09-01,33780,34645,-3.83
2019-12-01,33780,34575,-1.6
2020-03-01,33780,33498,
2020-06-01,33780,31009,-12.28
2020-09-01,33780,32043,-7.51
2020-12-01,33780,31111,-10.02
2021-03-01,33780,30949,
2021-06-01,33780,32503,4.82
2021-09-01,33780,32358,0.98
2021-12-01,33780,32951,5.91
2022-03-01,33780,33325,7.68
2022-06-01,33780,34848,7.21
2022-09-01,33780,34097,5.37
2022-12-01,33780,33750,2.42
2023-03-01,33780,34105,2.34
2023-06-01,33780,36349,4.31
2023-09-01,33780,36394,6.74
2023-12-01,33780,35954,6.53
2024-03-01,33780,35950,
2024-06-01,33780,37000,1.79
2024-09-01,33780,36124,-0.74
2024-12-01,33780,35292,-1.84
2025-03-01,33780,34519,
2025-06-01,33780,36034,-2.61
2016-03-01,33860,120343,
2016-06-01,33860,122550,
2016-09-01,33860,121534,
2016-12-01,33860,122962,
2017-03-01,33860,122126,
2017-06-01,33860,123740,0.97
2017-09-01,33860,121871,0.28
2017-12-01,33860,122594,-0.3
2018-03-01,33860,121175,-0.78
2018-06-01,33860,123350,-0.32
2018-09-01,33860,121478,-0.32
2018-12-01,33860,122598,0
2019-03-01,33860,120823,-0.29
2019-06-01,33860,122739,-0.5
2019-09-01,33860,120606,-0.72
2019-12-01,33860,121756,-0.69
2020-03-01,33860,120283,
2020-06-01,33860,111405,-9.23
2020-09-01,33860,113272,-6.08
2020-12-01,33860,117585,-3.43
2021-03-01,33860,116512,
2021-06-01,33860,118027,5.94
2021-09-01,33860,118356,4.49
2021-12-01,33860,122215,3.94
2022-03-01,33860,118602,1.79
2022-06-01,33860,120973,2.5
2022-09-01,33860,121895,2.99
2022-12-01,33860,123926,1.4
2023-03-01,33860,122987,3.7
2023-06-01,33860,124399,2.83
2023-09-01,33860,124048,1.77
2023-12-01,33860,125947,1.63
2024-03-01,33860,124847,
2024-06-01,33860,126270,1.5
2024-09-01,33860,125493,1.16
2024-12-01,33860,127260,1.04
2025-03-01,33860,125124,
2025-06-01,33860,126461,0.15
2016-03-01,34060,48507,
2016-06-01,34060,48658,
2016-09-01,34060,49960,
2016-12-01,34060,49848,
2017-03-01,34060,49300,
2017-06-01,34060,50162,3.09
2017-09-01,34060,51220,2.52
2017-12-01,34060,50705,1.72
2018-03-01,34060,50091,1.6
2018-06-01,34060,50433,0.54
2018-09-01,34060,51155,-0.13
2018-12-01,34060,50574,-0.26
2019-03-01,34060,50145,0.11
2019-06-01,34060,50341,-0.18
2019-09-01,34060,51232,0.15
2019-12-01,34060,50604,0.06
2020-03-01,34060,49619,
2020-06-01,34060,45920,-8.78
2020-09-01,34060,47980,-6.35
2020-12-01,34060,47784,-5.57
2021-03-01,34060,48755,
2021-06-01,34060,49364,7.5
2021-09-01,34060,50001,4.21
2021-12-01,34060,50559,5.81
2022-03-01,34060,50237,3.04
2022-06-01,34060,50311,1.92
2022-09-01,34060,50667,1.33
2022-12-01,34060,50784,0.45
2023-03-01,34060,51362,2.24
2023-06-01,34060,52309,3.97
2023-09-01,34060,53011,4.63
2023-12-01,34060,53350,5.05
2024-03-01,34060,53121,
2024-06-01,34060,53720,2.7
2024-09-01,34060,54013,1.89
2024-12-01,34060,54125,1.45
2025-03-01,34060,54043,
2025-06-01,34060,53857,0.26
2016-03-01,34100,37158,
2016-06-01,34100,37389,
2016-09-01,34100,37953,
2016-12-01,34100,37897,
2017-03-01,34100,37711,
2017-06-01,34100,37987,1.6
2017-09-01,34100,38017,0.17
2017-12-01,34100,39028,2.98
2018-03-01,34100,38027,0.84
2018-06-01,34100,38506,1.37
2018-09-01,34100,38208,0.5
2018-12-01,34100,38618,-1.05
2019-03-01,34100,38729,1.85
2019-06-01,34100,39625,2.91
2019-09-01,34100,39428,3.19
2019-12-01,34100,39455,2.17
2020-03-01,34100,39015,
2020-06-01,34100,37516,-5.32
2020-09-01,34100,38182,-3.16
2020-12-01,34100,39080,-0.95
2021-03-01,34100,38766,
2021-06-01,34100,38852,3.56
2021-09-01,34100,38967,2.06
2021-12-01,34100,39797,1.83
2022-03-01,34100,39877,2.87
2022-06-01,34100,40224,3.53
2022-09-01,34100,40921,5.01
2022-12-01,34100,41001,3.03
2023-03-01,34100,40700,2.06
2023-06-01,34100,40896,1.67
2023-09-01,34100,41449,1.29
2023-12-01,34100,41476,1.16
2024-03-01,34100,40499,
2024-06-01,34100,41066,0.42
2024-09-01,34100,41621,0.41
2024-12-01,34100,40950,-1.27
2025-03-01,34100,40308,
2025-06-01,34100,40637,-1.04
2016-03-01,34580,37014,
2016-06-01,34580,39331,
2016-09-01,34580,39924,
2016-12-01,34580,38476,
2017-03-01,34580,38597,
2017-06-01,34580,40435,2.81
2017-09-01,34580,40708,1.96
2017-12-01,34580,38830,0.92
2018-03-01,34580,39152,1.44
2018-06-01,34580,41659,3.03
2018-09-01,34580,42109,3.44
2018-12-01,34580,40342,3.89
2019-03-01,34580,40267,2.85
2019-06-01,34580,42120,1.11
2019-09-01,34580,42085,-0.06
2019-12-01,34580,40168,-0.43
2020-03-01,34580,40013,
2020-06-01,34580,37598,-10.74
2020-09-01,34580,38967,-7.41
2020-12-01,34580,36882,-8.18
2021-03-01,34580,37468,
2021-06-01,34580,39391,4.77
2021-09-01,34580,39757,2.03
2021-12-01,34580,38829,5.28
2022-03-01,34580,39116,4.4
2022-06-01,34580,40199,2.05
2022-09-01,34580,40991,3.1
2022-12-01,34580,39634,2.07
2023-03-01,34580,39512,1.01
2023-06-01,34580,41266,2.65
2023-09-01,34580,41680,1.68
2023-12-01,34580,40471,2.11
2024-03-01,34580,40271,
2024-06-01,34580,42136,2.11
2024-09-01,34580,42985,3.13
2024-12-01,34580,41128,1.62
2025-03-01,34580,40535,
2025-06-01,34580,42978,2
2016-03-01,34620,36200,
2016-06-01,34620,37026,
2016-09-01,34620,37402,
2016-12-01,34620,37361,
2017-03-01,34620,37058,
2017-06-01,34620,37348,0.87
2017-09-01,34620,37162,-0.64
2017-12-01,34620,36684,-1.81
2018-03-01,34620,36264,-2.14
2018-06-01,34620,36751,-1.6
2018-09-01,34620,37540,1.02
2018-12-01,34620,37513,2.26
2019-03-01,34620,36974,1.96
2019-06-01,34620,36869,0.32
2019-09-01,34620,36950,-1.57
2019-12-01,34620,37003,-1.36
2020-03-01,34620,36430,
2020-06-01,34620,34438,-6.59
2020-09-01,34620,35353,-4.32
2020-12-01,34620,35604,-3.78
2021-03-01,34620,34828,
2021-06-01,34620,35414,2.83
2021-09-01,34620,35612,0.73
2021-12-01,34620,36435,2.33
2022-03-01,34620,36041,3.48
2022-06-01,34620,36153,2.09
2022-09-01,34620,36674,2.98
2022-12-01,34620,36514,0.22
2023-03-01,34620,36319,0.77
2023-06-01,34620,36366,0.59
2023-09-01,34620,36564,-0.3
2023-12-01,34620,37129,1.68
2024-03-01,34620,36675,
2024-06-01,34620,36876,1.4
2024-09-01,34620,37022,1.25
2024-12-01,34620,36970,-0.43
2025-03-01,34620,36348,
2025-06-01,34620,36383,-1.34
2016-03-01,34740,53595,
2016-06-01,34740,56444,
2016-09-01,34740,55574,
2016-12-01,34740,55195,
2017-03-01,34740,54654,
2017-06-01,34740,58086,2.91
2017-09-01,34740,56578,1.81
2017-12-01,34740,55452,0.47
2018-03-01,34740,54488,-0.3
2018-06-01,34740,57892,-0.33
2018-09-01,34740,56227,-0.62
2018-12-01,34740,55535,0.15
2019-03-01,34740,53642,-1.55
2019-06-01,34740,57163,-1.26
2019-09-01,34740,55688,-0.96
2019-12-01,34740,54590,-1.7
2020-03-01,34740,53240,
2020-06-01,34740,48401,-15.33
2020-09-01,34740,50774,-8.82
2020-12-01,34740,49582,-9.17
2021-03-01,34740,50490,
2021-06-01,34740,53492,10.52
2021-09-01,34740,53371,5.11
2021-12-01,34740,53743,8.39
2022-03-01,34740,53382,5.73
2022-06-01,34740,56508,5.64
2022-09-01,34740,55321,3.65
2022-12-01,34740,54881,2.12
2023-03-01,34740,53489,0.2
2023-06-01,34740,56752,0.43
2023-09-01,34740,55702,0.69
2023-12-01,34740,55022,0.26
2024-03-01,34740,54638,
2024-06-01,34740,58087,2.35
2024-09-01,34740,56383,1.22
2024-12-01,34740,55184,0.29
2025-03-01,34740,52739,
2025-06-01,34740,56667,-2.44
2016-03-01,34820,127508,
2016-06-01,34820,141978,
2016-09-01,34820,135252,
2016-12-01,34820,126920,
2017-03-01,34820,132369,
2017-06-01,34820,148548,4.63
2017-09-01,34820,138707,2.55
2017-12-01,34820,131685,3.75
2018-03-01,34820,137046,3.53
2018-06-01,34820,152650,2.76
2018-09-01,34820,139706,0.72
2018-12-01,34820,135754,3.09
2019-03-01,34820,139998,2.15
2019-06-01,34820,153954,0.85
2019-09-01,34820,146628,4.95
2019-12-01,34820,138924,2.34
2020-03-01,34820,139528,
2020-06-01,34820,136982,-11.02
2020-09-01,34820,136489,-6.91
2020-12-01,34820,132965,-4.29
2021-03-01,34820,136666,
2021-06-01,34820,148993,8.77
2021-09-01,34820,145750,6.79
2021-12-01,34820,142516,7.18
2022-03-01,34820,145378,6.37
2022-06-01,34820,157610,5.78
2022-09-01,34820,154805,6.21
2022-12-01,34820,149597,4.97
2023-03-01,34820,151924,4.5
2023-06-01,34820,161961,2.76
2023-09-01,34820,158828,2.6
2023-12-01,34820,154457,3.25
2024-03-01,34820,122340,
2024-06-01,34820,130320,-19.54
2024-09-01,34820,125365,-21.07
2024-12-01,34820,121986,-21.02
2025-03-01,34820,122654,
2025-06-01,34820,130452,0.1
2016-03-01,34900,62983,
2016-06-01,34900,66496,
2016-09-01,34900,67089,
2016-12-01,34900,62562,
2017-03-01,34900,64670,
2017-06-01,34900,68351,2.79
2017-09-01,34900,69072,2.96
2017-12-01,34900,63864,2.08
2018-03-01,34900,66251,2.44
2018-06-01,34900,70236,2.76
2018-09-01,34900,70750,2.43
2018-12-01,34900,65626,2.76
2019-03-01,34900,67234,1.48
2019-06-01,34900,71581,1.91
2019-09-01,34900,71749,1.41
2019-12-01,34900,66062,0.66
2020-03-01,34900,66722,
2020-06-01,34900,60328,-15.72
2020-09-01,34900,60989,-15
2020-12-01,34900,57035,-13.66
2021-03-01,34900,59918,
2021-06-01,34900,64851,7.5
2021-09-01,34900,66152,8.47
2021-12-01,34900,62290,9.21
2022-03-01,34900,65740,9.72
2022-06-01,34900,69909,7.8
2022-09-01,34900,71242,7.69
2022-12-01,34900,65320,4.86
2023-03-01,34900,67740,3.04
2023-06-01,34900,72640,3.91
2023-09-01,34900,71653,0.58
2023-12-01,34900,65797,0.73
2024-03-01,34900,68309,
2024-06-01,34900,73469,1.14
2024-09-01,34900,72722,1.49
2024-12-01,34900,65857,0.09
2025-03-01,34900,67479,
2025-06-01,34900,71407,-2.81
2016-03-01,34940,130283,
2016-06-01,34940,123211,
2016-09-01,34940,123437,
2016-12-01,34940,136260,
2017-03-01,34940,135221,
2017-06-01,34940,125917,2.2
2017-09-01,34940,114496,-7.24
2017-12-01,34940,136620,0.26
2018-03-01,34940,137471,1.66
2018-06-01,34940,129874,3.14
2018-09-01,34940,128789,12.48
2018-12-01,34940,141440,3.53
2019-03-01,34940,142234,3.46
2019-06-01,34940,132777,2.24
2019-09-01,34940,131622,2.2
2019-12-01,34940,144292,2.02
2020-03-01,34940,142600,
2020-06-01,34940,126098,-5.03
2020-09-01,34940,125574,-4.59
2020-12-01,34940,136672,-5.28
2021-03-01,34940,138862,
2021-06-01,34940,135174,7.2
2021-09-01,34940,135199,7.66
2021-12-01,34940,146840,7.44
2022-03-01,34940,147744,6.4
2022-06-01,34940,143756,6.35
2022-09-01,34940,144420,6.82
2022-12-01,34940,153478,4.52
2023-03-01,34940,153932,4.19
2023-06-01,34940,149322,3.87
2023-09-01,34940,148796,3.03
2023-12-01,34940,159120,3.68
2024-03-01,34940,160795,
2024-06-01,34940,154871,3.72
2024-09-01,34940,153469,3.14
2024-12-01,34940,163823,2.96
2025-03-01,34940,163115,
2025-06-01,34940,154993,0.08
2016-03-01,34980,773693,
2016-06-01,34980,793032,
2016-09-01,34980,799324,
2016-12-01,34980,811520,
2017-03-01,34980,805700,
2017-06-01,34980,825498,4.09
2017-09-01,34980,828173,3.61
2017-12-01,34980,838737,3.35
2018-03-01,34980,833858,3.49
2018-06-01,34980,852969,3.33
2018-09-01,34980,859551,3.79
2018-12-01,34980,870804,3.82
2019-03-01,34980,864526,3.68
2019-06-01,34980,885770,3.85
2019-09-01,34980,889249,3.46
2019-12-01,34980,901351,3.51
2020-03-01,34980,875867,
2020-06-01,34980,803957,-9.24
2020-09-01,34980,830729,-6.58
2020-12-01,34980,867031,-3.81
2021-03-01,34980,854416,
2021-06-01,34980,875913,8.95
2021-09-01,34980,888205,6.92
2021-12-01,34980,915059,5.54
2022-03-01,34980,916583,7.28
2022-06-01,34980,935963,6.86
2022-09-01,34980,949620,6.91
2022-12-01,34980,955385,4.41
2023-03-01,34980,951053,3.76
2023-06-01,34980,972579,3.91
2023-09-01,34980,973577,2.52
2023-12-01,34980,987161,3.33
2024-03-01,34980,963372,
2024-06-01,34980,980908,0.86
2024-09-01,34980,975297,0.18
2024-12-01,34980,978479,-0.88
2025-03-01,34980,961744,
2025-06-01,34980,970913,-1.02
2016-03-01,35100,29883,
2016-06-01,35100,31218,
2016-09-01,35100,30632,
2016-12-01,35100,30816,
2017-03-01,35100,30416,
2017-06-01,35100,30901,-1.02
2017-09-01,35100,30375,-0.84
2017-12-01,35100,30297,-1.68
2018-03-01,35100,29985,-1.42
2018-06-01,35100,31011,0.36
2018-09-01,35100,29661,-2.35
2018-12-01,35100,30440,0.47
2019-03-01,35100,30249,0.88
2019-06-01,35100,30948,-0.2
2019-09-01,35100,30435,2.61
2019-12-01,35100,30777,1.11
2020-03-01,35100,29808,
2020-06-01,35100,28470,-8.01
2020-09-01,35100,29270,-3.83
2020-12-01,35100,30050,-2.36
2021-03-01,35100,29828,
2021-06-01,35100,30669,7.72
2021-09-01,35100,30484,4.15
2021-12-01,35100,31444,4.64
2022-03-01,35100,30871,3.5
2022-06-01,35100,31658,3.22
2022-09-01,35100,31254,2.53
2022-12-01,35100,31762,1.01
2023-03-01,35100,31681,2.62
2023-06-01,35100,32154,1.57
2023-09-01,35100,32086,2.66
2023-12-01,35100,32399,2.01
2016-03-01,35300,309523,
2016-06-01,35300,317814,
2016-09-01,35300,315004,
2016-12-01,35300,319061,
2017-03-01,35300,311056,
2017-06-01,35300,322090,1.35
2017-09-01,35300,317067,0.65
2017-12-01,35300,320623,0.49
2018-03-01,35300,313566,0.81
2018-06-01,35300,324172,0.65
2018-09-01,35300,321318,1.34
2018-12-01,35300,326599,1.86
2019-03-01,35300,315424,0.59
2019-06-01,35300,323933,-0.07
2019-09-01,35300,323676,0.73
2019-12-01,35300,327786,0.36
2020-03-01,35300,316710,
2020-06-01,35300,291476,-10.02
2020-09-01,35300,306464,-5.32
2020-12-01,35300,311188,-5.06
2021-03-01,35300,303496,
2021-06-01,35300,315842,8.36
2021-09-01,35300,316424,3.25
2021-12-01,35300,324081,4.14
2022-03-01,35300,319501,5.27
2022-06-01,35300,328968,4.16
2022-09-01,35300,325896,2.99
2022-12-01,35300,329428,1.65
2023-03-01,35300,322137,0.83
2023-06-01,35300,332789,1.16
2023-09-01,35300,329839,1.21
2023-12-01,35300,334246,1.46
2024-03-01,35300,247586,
2024-06-01,35300,253903,-23.7
2024-09-01,35300,251372,-23.79
2024-12-01,35300,249792,-25.27
2025-03-01,35300,243505,
2025-06-01,35300,248763,-2.02
2016-03-01,35380,472987,
2016-06-01,35380,474934,
2016-09-01,35380,476218,
2016-12-01,35380,478271,
2017-03-01,35380,470098,
2017-06-01,35380,472547,-0.5
2017-09-01,35380,468779,-1.56
2017-12-01,35380,476230,-0.43
2018-03-01,35380,472003,0.41
2018-06-01,35380,473102,0.12
2018-09-01,35380,472411,0.77
2018-12-01,35380,479781,0.75
2019-03-01,35380,473958,0.41
2019-06-01,35380,478166,1.07
2019-09-01,35380,475214,0.59
2019-12-01,35380,484033,0.89
2020-03-01,35380,470129,
2020-06-01,35380,405858,-15.12
2020-09-01,35380,414947,-12.68
2020-12-01,35380,435223,-10.08
2021-03-01,35380,435018,
2021-06-01,35380,444364,9.49
2021-09-01,35380,417892,0.71
2021-12-01,35380,456028,4.78
2022-03-01,35380,453079,4.15
2022-06-01,35380,459492,3.4
2022-09-01,35380,462989,10.79
2022-12-01,35380,469983,3.06
2023-03-01,35380,466349,2.93
2023-06-01,35380,467922,1.83
2023-09-01,35380,463543,0.12
2023-12-01,35380,472569,0.55
2024-03-01,35380,387174,
2024-06-01,35380,387517,-17.18
2024-09-01,35380,387850,-16.33
2024-12-01,35380,396054,-16.19
2025-03-01,35380,389250,
2025-06-01,35380,385089,-0.63
2016-03-01,35620,7698188,
2016-06-01,35620,7924298,
2016-09-01,35620,7885197,
2016-12-01,35620,8019098,
2017-03-01,35620,7837999,
2017-06-01,35620,8096839,2.18
2017-09-01,35620,8024687,1.77
2017-12-01,35620,8163384,1.8
2018-03-01,35620,7988135,1.92
2018-06-01,35620,8233856,1.69
2018-09-01,35620,8127502,1.28
2018-12-01,35620,8293558,1.59
2019-03-01,35620,8150575,2.03
2019-06-01,35620,8366198,1.61
2019-09-01,35620,8280972,1.89
2019-12-01,35620,8417142,1.49
2020-03-01,35620,8113001,
2020-06-01,35620,6832280,-18.33
2020-09-01,35620,7246732,-12.49
2020-12-01,35620,7466673,-11.29
2021-03-01,35620,7347404,
2021-06-01,35620,7634385,11.74
2021-09-01,35620,7666993,5.8
2021-12-01,35620,7997728,7.11
2022-03-01,35620,7897615,7.49
2022-06-01,35620,8181455,7.17
2022-09-01,35620,8148071,6.27
2022-12-01,35620,8272810,3.44
2023-03-01,35620,8191798,3.72
2023-06-01,35620,8430048,3.04
2023-09-01,35620,8329151,2.22
2023-12-01,35620,8437866,2
2024-03-01,35620,8146785,
2024-06-01,35620,8352399,-0.92
2024-09-01,35620,8281496,-0.57
2024-12-01,35620,8400690,-0.44
2025-03-01,35620,8268477,
2025-06-01,35620,8350714,-0.02
2016-03-01,35660,50701,
2016-06-01,35660,54837,
2016-09-01,35660,55946,
2016-12-01,35660,51941,
2017-03-01,35660,52003,
2017-06-01,35660,55940,2.01
2017-09-01,35660,54775,-2.09
2017-12-01,35660,52062,0.23
2018-03-01,35660,51911,-0.18
2018-06-01,35660,55167,-1.38
2018-09-01,35660,53924,-1.55
2018-12-01,35660,51717,-0.66
2019-03-01,35660,51096,-1.57
2019-06-01,35660,54388,-1.41
2019-09-01,35660,53508,-0.77
2019-12-01,35660,51882,0.32
2020-03-01,35660,50771,
2020-06-01,35660,47770,-12.17
2020-09-01,35660,49427,-7.63
2020-12-01,35660,46577,-10.23
2021-03-01,35660,47463,
2021-06-01,35660,50730,6.2
2021-09-01,35660,50174,1.51
2021-12-01,35660,49720,6.75
2022-03-01,35660,49620,4.54
2022-06-01,35660,52869,4.22
2022-09-01,35660,52571,4.78
2022-12-01,35660,50591,1.75
2023-03-01,35660,50189,1.15
2023-06-01,35660,54083,2.3
2023-09-01,35660,53499,1.77
2023-12-01,35660,51247,1.3
2024-03-01,35660,51116,
2024-06-01,35660,54731,1.2
2024-09-01,35660,53181,-0.59
2024-12-01,35660,50321,-1.81
2025-03-01,35660,50502,
2025-06-01,35660,53770,-1.76
2016-03-01,35840,257436,
2016-06-01,35840,251945,
2016-09-01,35840,251655,
2016-12-01,35840,265267,
2017-03-01,35840,265684,
2017-06-01,35840,258794,2.72
2017-09-01,35840,250319,-0.53
2017-12-01,35840,269029,1.42
2018-03-01,35840,270936,1.98
2018-06-01,35840,265740,2.68
2018-09-01,35840,263422,5.23
2018-12-01,35840,275854,2.54
2019-03-01,35840,278053,2.63
2019-06-01,35840,271238,2.07
2019-09-01,35840,269082,2.15
2019-12-01,35840,282244,2.32
2020-03-01,35840,278605,
2020-06-01,35840,256481,-5.44
2020-09-01,35840,254988,-5.24
2020-12-01,35840,268541,-4.86
2021-03-01,35840,273782,
2021-06-01,35840,273087,6.47
