period_date,state_fips,state_name,rpp_all_items
2021-01-01,51,Virginia,100.970
2020-01-01,51,Virginia,99.131
2018-01-01,53,Washington,103.375
2017-01-01,53,Washington,103.495
2016-01-01,53,Washington,103.069
2015-01-01,53,Washington,101.250
2014-01-01,53,Washington,101.840
2013-01-01,53,Washington,100.482
2012-01-01,53,Washington,101.382
2011-01-01,53,Washington,100.170
2010-01-01,53,Washington,100.241
2009-01-01,53,Washington,102.420
2008-01-01,53,Washington,102.433
2024-01-01,53,Washington,103.873
2023-01-01,53,Washington,105.635
2022-01-01,53,Washington,104.457
2021-01-01,53,Washington,103.002
2020-01-01,53,Washington,102.133
2019-01-01,53,Washington,103.628
2019-01-01,54,West Virginia,95.752
2018-01-01,54,West Virginia,98.455
2017-01-01,54,West Virginia,97.566
2016-01-01,54,West Virginia,99.449
2015-01-01,54,West Virginia,100.220
2014-01-01,54,West Virginia,100.413
2013-01-01,54,West Virginia,100.129
2012-01-01,54,West Virginia,99.684
2011-01-01,54,West Virginia,98.885
2010-01-01,54,West Virginia,97.652
2009-01-01,54,West Virginia,96.129
2008-01-01,54,West Virginia,97.552
2024-01-01,54,West Virginia,99.940
2023-01-01,54,West Virginia,99.856
2022-01-01,54,West Virginia,101.020
2021-01-01,54,West Virginia,100.266
2020-01-01,54,West Virginia,95.921
2018-01-01,55,Wisconsin,95.913
2017-01-01,55,Wisconsin,94.745
2016-01-01,55,Wisconsin,95.058
2015-01-01,55,Wisconsin,93.850
2014-01-01,55,Wisconsin,96.146
2013-01-01,55,Wisconsin,96.063
2012-01-01,55,Wisconsin,95.863
2011-01-01,55,Wisconsin,94.935
2010-01-01,55,Wisconsin,96.950
2009-01-01,55,Wisconsin,97.044
2008-01-01,55,Wisconsin,97.220
2024-01-01,55,Wisconsin,99.501
2023-01-01,55,Wisconsin,97.957
2022-01-01,55,Wisconsin,97.817
2021-01-01,55,Wisconsin,98.112
2020-01-01,55,Wisconsin,97.962
2019-01-01,55,Wisconsin,98.343
2019-01-01,56,Wyoming,97.388
2018-01-01,56,Wyoming,97.401
2017-01-01,56,Wyoming,99.877
2016-01-01,56,Wyoming,98.159
2015-01-01,56,Wyoming,99.646
2014-01-01,56,Wyoming,99.940
2013-01-01,56,Wyoming,100.437
2012-01-01,56,Wyoming,99.239
2011-01-01,56,Wyoming,99.724
2010-01-01,56,Wyoming,98.161
2009-01-01,56,Wyoming,99.824
2008-01-01,56,Wyoming,100.705
2024-01-01,56,Wyoming,100.428
2023-01-01,56,Wyoming,94.784
2022-01-01,56,Wyoming,93.766
2021-01-01,56,Wyoming,93.416
2020-01-01,56,Wyoming,96.396
